StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q98,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q867,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1846,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1847,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1848,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1849,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q69,Q67,Q64,Q69 2,Q73,type,task,Enter Embedded Data Field Name Here...
7/17/17 8:31,7/17/17 8:33,0,23.124.66.92,100,178,1,7/17/17 8:33,R_3gOAavmH1ZZkVtC,,,,,34.90539551,-87.50679779,anonymous,EN,ANPCXN619ACW9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A set of rules to follow to do something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Seems like a good way to analyze his calls,4,4,4,2,2,1,Seems right to me,6,The manager can make changes so I would trust it,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,1,2,1,3,4,
7/17/17 8:30,7/17/17 8:34,0,98.227.126.206,100,240,1,7/17/17 8:34,R_1CECQ1GXTxiF5a1,,,,,42.34120178,-88.11370087,anonymous,EN,A27MJOV91GA8R3,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They are complex mathematical problems that help a machine or software perform a task by following a cookie cutter recipe.,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,I feel the algorithm isn't able to pick favorites.  It chose Chris only because the algorithm told it to.  I'm sure that each employee is called upon equally and without favoritism or anything like that.,3,3,3,5,5,5,"I feel that Chris would rather do minimal work, and would be slightly disappointed that the algorithm chose him.",6,I feel that the algorithm is likely fine tuned to keep the machines in good working order.  I feel that it can make decisions regarding machines better than any human can.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,2,5,1,3,1,
7/17/17 8:27,7/17/17 8:34,0,47.33.90.59,100,371,1,7/17/17 8:34,R_3JCrrRKK2eU1awU,,,,,33.97090149,-118.0194016,anonymous,EN,AXVL79LAL2OPX,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,7,He is the manager so that is his job. It's totally fair.,4,3,2,3,1,1,Chris may not feel the manager will pick him and not be able to try to get the job.,6,Some people always have biases or special reasons to select someone even if they may not be the best.,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,2,3,3,5,3,
7/17/17 8:32,7/17/17 8:34,0,68.191.158.84,100,94,1,7/17/17 8:34,R_2YE9qmzR9Jcp6r1,,,,,45.18449402,-93.83969879,anonymous,EN,AOTCPS24JM5DQ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no idea ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,based on my gut feeling,6,4,4,5,5,4,based on my gut feeliing ,4,just based on how i would trust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,5,1,3,4,
7/17/17 8:27,7/17/17 8:34,0,68.11.245.248,100,427,1,7/17/17 8:34,R_3jVUcnvysseDVpc,,,,,30.42849731,-91.01950073,anonymous,EN,AQL2N2W222GBS,"1,2",3,6,,,,,,,,,,,,,6,"Part of a business owner's responsibility is to meet customer demands AND make a profit doing so. Scheduling people when ""demand"" is ""low"" or ""high"" is just part of manager's responsibility to the businss.",4,4,4,4,4,4,"He took a job that requires this function (scheduling). He should not feel any emotion about it, imo.",6,"If he's good at is job, his scheduling skills should be sufficient.",1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,1,3,1,5,2,
7/17/17 8:30,7/17/17 8:34,0,208.98.161.140,100,253,1,7/17/17 8:34,R_2xDBiKvzaav0fFq,,,,,44.6519928,-114.1542969,anonymous,EN,A1ODGBU73JE8S,"1,2",3,6,,,,,,,,,,,,,6,He is the manager and dictates the scheduling,6,5,4,2,2,2,"For a coffee shop, I would think the morning is the best time to work. ",5,"I would assume that the manager is making the  most logical decision, therefore, I'd trust it until he gave me reason not to. ",1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,1,5,1,5,2,
7/17/17 8:30,7/17/17 8:34,0,108.80.209.102,100,248,1,7/17/17 8:34,R_wLXl3yTxHb1LA5j,,,,,29.81700134,-95.58110046,anonymous,EN,A4TF7BTV9SM06,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,It helps Chris to do his job more efficiently and not check parts that does not need it.,5,4,7,1,1,1,His workload should decrease alot and if something breaks he is there to fix it.,6,It will be able to determine the possibilities of breakdowns for the most part.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are helpful for time management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54,1,4,4,1,1,
7/17/17 8:31,7/17/17 8:34,0,50.243.47.234,100,188,1,7/17/17 8:34,R_24IZa5Qmhg3TTAA,,,,,40.04020691,-75.53320313,anonymous,EN,A1XB03X4J35ATE,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algorithms are a set of parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,the computer algorithm will not be biased,5,5,5,3,3,3,he would feel these things because the algorithm is fair to everyone,5,the manager has to accurately interpret the results ,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,1,5,1,2,4,
7/17/17 8:26,7/17/17 8:34,0,66.168.73.144,100,504,1,7/17/17 8:34,R_3qBE9KSEEPdXZnN,,,,,44.16830444,-88.11049652,anonymous,EN,A2ET15NDA251D6,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer programs that compile data and act in certain ways that steer a process in the direction the programer desires,4,I cannot determine with any degree of accuracy the level of fairness of this decision,5,4,4,3,2,4,I have to assume that Chris is aware of the algorithm and would not feel particularly strong about his being picked ,4,I do not know the manager at all thus cannot make an accurate assessment of their leadership skills,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,2,3,1,2,1,
7/17/17 8:26,7/17/17 8:34,0,216.128.226.111,100,494,1,7/17/17 8:34,R_2PBTn7V4F5iItjY,,,,,42.70069885,-110.8560028,anonymous,EN,A2KS7WGAY5PQ3D,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A formula set up around certain parameters. You will always get the same answer to the same question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,An algorithm wouldn't take into account Chris's intentions ,3,2,2,5,5,5,He would be frustrated because a formula is judging him rather than a fellow human being.,3,"If it's following specific guidelines, it will surely miss something",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,1,3,1,3,4,
7/17/17 8:26,7/17/17 8:35,0,75.64.235.162,100,535,1,7/17/17 8:35,R_3RvI5gjWvdYXY3G,,,,,32.37060547,-90.17549896,anonymous,EN,A1PL0IDUBPAPQT,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,The manager screens the applicant pool in search of the person most suited for the job. After finding options he thins the talent pool and makes his selection. This seems like a fair way to make sure the correct person for the job is chosen. ,4,4,4,4,4,4,I have no idea if chris is a part of the top applicants chosen for further review. It makes figuring out how chris would feel following these choices difficult. ,4,The 2nd interview seems like a quality control measure on his part to double check his choice. This has the mark of someone with experience in choosing from within a diverse pool,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,3,7,5,3,
7/17/17 8:26,7/17/17 8:35,0,66.76.165.137,100,517,1,7/17/17 8:35,R_20MNVOWKOrL3v9g,,,,,33.01620483,-94.73660278,anonymous,EN,AS1RPG8RWNJM3,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Formulas that give out predictable outputs given certain inputs.,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Everyone is being judged by the same criteria with the algorithm. Because of that there is much less chance for bias to influence the decision. ,4,4,4,1,1,4,I don't see any reason why Chris would be angry or happy over the use of the algorithm. The use of it doesn't harm him but it also doesn't do him any good unless he gets chosen.,7,Everyone is being judged by the same criteria so anyone who makes it in front of the manager is equally qualified.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,2,4,1,2,3,
7/17/17 8:31,7/17/17 8:35,0,108.29.177.240,100,226,1,7/17/17 8:35,R_3I63tzsVWxcqb9l,,,,,40.76159668,-73.79489899,anonymous,EN,AJWES6SFIP3AT,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aggregate of measurements used to determine something,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"It's also using a human aspect, so it's not just using hard numbers.",3,3,3,5,3,5,Who wants to be judged by a machine?,3,Nobody wants to be a piece of aggregate data.,1,3,34,2,5,3,4,4,
7/17/17 8:27,7/17/17 8:35,0,73.237.220.215,100,462,1,7/17/17 8:35,R_2Sv52H4bDtnK2Zj,,,,,33.97909546,-84.1493988,anonymous,EN,A3D70ANCSMGX5F,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,it is random,2,2,3,6,5,5,no one wants to do the dirty ork,5,it depends on who wrote the algorithm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algorithms are codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,2,3,2,1,1,
7/17/17 8:26,7/17/17 8:35,0,174.16.16.108,100,561,1,7/17/17 8:35,R_1IFRAqJLCreaZ3e,,,,,39.8157959,-105.0128021,anonymous,EN,A3NVWGGB69PBET,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a program that scans vast amount of information and can pull criteria from that information as specified,,,,,,,,,,,,,,,,,,,,,,,,,,,6,I think it's fair because the computer is analyzing the qualified applicants and the algorithm isn't subject to bias like people are. ,4,4,4,3,4,3,"I think he would feel fairly neutral about it, as he can't argue with a decision made by technology",5,I think the manager can make good decisions based on a quality pool of applicants received by the computer,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1,4,1,2,3,
7/17/17 8:26,7/17/17 8:35,0,72.28.191.103,100,567,1,7/17/17 8:35,R_3rYSnzcqLht6pj9,,,,,33.59820557,-81.67120361,anonymous,EN,A10U08SAPJAEY6,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A computer,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,I think its his job,4,4,4,4,4,4,I think its his job to do it.,4,It might malfunction,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,1,3,1,3,1,
7/17/17 8:32,7/17/17 8:35,0,24.15.151.232,100,191,1,7/17/17 8:35,R_2VPDJGrBTDllNu5,,,,,41.6269989,-88.20400238,anonymous,EN,A3RKMIZYX4BX1C,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a formula that makes decisions on data,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,the outcome is the best for the shops success,2,2,2,5,5,7,he would be frustrated he did not get to pick his schedule,6,the algorithm looks at past customer history,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,1,4,1,3,2,
7/17/17 8:32,7/17/17 8:36,0,107.77.173.2,100,211,1,7/17/17 8:36,R_aXnUzotbQZl9JzX,,,,,32.77870178,-96.82170105,anonymous,EN,A1X84T4EFW04GZ,"1,2",3,6,,,,,,,,,,,,,4,i don't know chris's work preferences,4,6,3,7,5,5,I imagine he would be more disappointed than anything.,4,Would need more information.,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,2,3,1,5,2,
7/17/17 8:29,7/17/17 8:36,0,108.77.157.149,100,421,1,7/17/17 8:36,R_1MMOHf06ok5WVBX,,,,,33.5756073,-85.13400269,anonymous,EN,A1YCGICA8XCNBH,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is a machine that was made to check all the macines for problems and alerts someone when there is a problem that may need to be fixed which would keep the machines running better. ,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,I think its fair because the computer does not know him personally.,3,3,6,3,3,3,I fon't think he feels much other anything. He is there to get paid for the work he is doing at his job.,5,Its a computer that was most likely made to be completely fair and some components doubtful allow manger to do something unfair,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,1,2,1,3,1,
7/17/17 8:31,7/17/17 8:36,0,74.194.54.99,100,318,1,7/17/17 8:36,R_1ZE7ck61Nq84LzX,,,,,33.44050598,-90.66239929,anonymous,EN,AYKZ9H4BNW810,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They are computer programs set to process data in a certain way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"I think it is fair because the algorithm puts everyone on an even playing field, while the manager is able to confirm what it finds..",4,4,4,1,1,2,"About the process itself, I don't think the general person would care at all.",6,The double check systems allows it to be fair while not completely emotionless.,1,1,28,2,5,1,4,4,
7/17/17 8:30,7/17/17 8:36,0,24.167.183.94,100,354,1,7/17/17 8:36,R_3KVhsLd06yJFu5A,,,,,35.95629883,-79.99289703,anonymous,EN,AZOF6QSSWG98H,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An algorithm is a set of rules a computer must follow.  They are usually used to help humans solve problems.,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"If the algorithm is used to help pick the best employee to check the components, I believe it is very fair.  That is, assuming the algorithm is developed correctly.",4,4,4,4,4,4,"If Chris understands that it is an algorithm that decides, then I don't think he will be too emotional in a good way or a bad way.",5,"I trust technology going forward, but I would need to see more examples of how well the algorithm has done in the past to be more sure.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,2,3,1,4,1,
7/17/17 8:26,7/17/17 8:36,0,40.133.32.244,100,633,1,7/17/17 8:36,R_puCjeNIiGy98vOF,,,,,35.25180054,-92.36769867,anonymous,EN,AMOB1E85SUV2J,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are pre-programmed processes that computers run to determine something without the input of a person after the initial programming.,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,It is fair because both the algorithm and the manager approve the time schedule.,4,4,4,4,2,4,"Not knowing how Chris feels about work I can't say what his feelings about working are. But, based on the fairness of both manager and algorithm making the decision I would guess he wasn't angry.",6,"Being that both manager and algorithm make the decision, I think that the decisions can be trusted.",1,,,,,,,,,,,,,,,,,,,,,,,,,2,38,1,4,1,4,2,
7/17/17 8:34,7/17/17 8:36,0,108.195.92.66,100,133,1,7/17/17 8:36,R_27rNjTy1dpOaRR4,,,,,34.49159241,-82.61579895,anonymous,EN,A1K8QNLYYYX21W,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,7,"it's fair, it should be done by someone who knows what to look for ",7,6,6,2,2,1,"he should feel good, if he gets picked then he's clearly qualified ",7,the dude is a manager of course he's trustworthy. that's how he became a manager,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,2,5,1,5,3,
7/17/17 8:28,7/17/17 8:37,0,68.7.17.177,100,498,1,7/17/17 8:37,R_3I0EKrT8VERP2Eb,,,,,32.97749329,-117.023201,anonymous,EN,A2SM1GBN4ARGM4,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,There could be an error within the algorithm that would pass over a well qualified candidate to hire,2,2,2,6,6,6,I think Chris wouldn't feel right about having a algorithm decide his fate.,2,The algorithm could fail and pass over well qualified applicants ,1,,,,,,,,,,,,,calculations and problem solving done by a computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,1,2,1,1,3,
7/17/17 8:30,7/17/17 8:37,0,108.208.234.104,100,406,1,7/17/17 8:37,R_1GH0KtstCvNw6Fp,,,,,36.97129822,-121.9875031,anonymous,EN,A3KIBR0RYVLOJF,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think algorithms are output information a computer comes up with after analyzing different factors mathematically.,6,The algorithm has analyzed that this part is important to the factory and more likely to break down so it's fair that Chris has been assigned this task.,4,3,5,2,2,2,It's Chris' job to take care of this maintenance so he wouldn't be joyful about fixing it because it's work. He would probably be proud that he's able to fix it.,6,The manager is following the algorithm so it helps him make good task decisions.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,1,5,1,2,1,
