StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1861,Q1862,Q867,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q98,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q69,Q67,Q64,Q69 2,Q73,type,task
7/21/17 14:11,7/21/17 14:20,0,24.252.36.128,100,547,1,7/21/17 14:20,R_tJwaKVUd9kHXzYB,,,,,41.23899841,-95.99939728,anonymous,EN,A3JG98R2KKAYYB,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,so that he can check his timelines. Is Chris come in time or not.,5,4,5,4,5,4,may be his feelings might be changed due to shift,5,his shift allowances to employees.,1,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,5,4,5,2
7/21/17 14:10,7/21/17 14:20,0,99.3.18.80,100,595,1,7/21/17 14:20,R_1jqETA21JziOOeq,,,,,41.48170471,-81.80239868,anonymous,EN,A1YX741QQSMKPS,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,manager evaluates component importance to overall system of manufacture. Algorithm assigns rating and individual analysis to a component alone.,"series of facts or arithmetic results that follow a sequence, or show multiple sequences which are then linked to various results",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,although the algrithm has a final say in assignment or not that is a result of two different analysis one of which is an actual human anc Chris would have no say anyway.,4,1,1,3,2,4,I don't think Chris's feelings would be impacted one way or the other but his expressions of general angst might be more focused in this scenario on the machine decision,4,I know that machines can and do make very accurate predictons but as a rule am always very wary of the algorithms themselves and assigning any sort of across the board trust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,2,5,1,4,1
7/21/17 14:10,7/21/17 14:20,0,73.40.51.44,100,621,1,7/21/17 14:20,R_3ER6s0B7xAqpEkq,,,,,37.59489441,-77.57569885,anonymous,EN,AOWW3URQNRJ6U,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager made the algorithm which picks the schedule,A program on a computer made to pick an option as efficient as possible.,,,,,,,,,,,,,5,The algorithm is probably worked out to pick the best available option.,3,3,3,6,5,5,I think he would be upset but understand that the algorithm is most likely correct.,5,It was made to be as efficient as possible.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,2,2,1,3,2
7/21/17 14:10,7/21/17 14:20,0,32.213.48.207,100,606,1,7/21/17 14:20,R_21t7bnzzvBAeubw,,,,,41.23049927,-73.1257019,anonymous,EN, A28FW73RBVGYZ9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,"Typically, hiring is done for the top candidates. The algorithm helps sort through the top",5,5,5,2,2,2,I think his feelings would depend on whether he was selected by the algorithm as a top applicant but he wouldn't be upset that they select from the best.,6,I have faith that if the manager was using an algorithm to select top applicants that he should be making good decisions from the choices presented.,1,,,,,,,,,,,,,3,The algorithm sorts through all of the resumes and applications entered into it from a job search site.  The manager then makes a decision based off of the results from the algorithm to select the best candidates.,Programs utilizing calculations and guidelines to help determine final results.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,2,5,1,2,3
7/21/17 14:12,7/21/17 14:20,0,47.196.118.78,100,517,1,7/21/17 14:20,R_1IAUmKts36zCiHW,,,,,27.90029907,-82.30239868,anonymous,EN,A16184N1RO5OJV,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm look at all the selection and the manager monitors throughout the process. The algorithm will select which applicants will be interviewed. ,A software which certain process manager that can help someone's work. ,,,,,,,,,,,,,,,,,,,,,,,,,5,"I think a computer should be objective and as long as the manager monitors the preferences that the company wants in their employees, it should be fair for the applicants. ",4,4,4,2,2,2,I think he will feel that it is part of the process and most big companies do that so Chris should feel ok but not excited yet.. because he hasn't get the job yet. ,5,The algorithm is objective and can help the manager's job as well. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,1,5,4,3,3
7/21/17 14:16,7/21/17 14:20,0,66.251.214.174,100,294,1,7/21/17 14:20,R_3dPPsLSSaqDNlvf,,,,,35.78759766,-77.98439789,anonymous,EN,A1TF8N1V3I2253,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,People will perform better if being monitored closely,4,4,4,4,4,4,I don't know what his feelings would be. That depends on how good his customer service skills are.,6,He's the manager for a reason. ,1,1,30,1,3,1,5,4
7/21/17 14:12,7/21/17 14:21,0,71.63.167.8,100,526,1,7/21/17 14:21,R_2t6gyf6T1mszv7m,,,,,45.6446991,-122.6297989,anonymous,EN,A1YVMDRR9W1LZ1,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Manager reviewed personal statements, algorithm checked out the resume.",algorithms are a set of rules a computer follows to make a calculation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,The manager is looking over the personal statements so I'm sure everyone will get a fair shake assuming he's a fair man.,5,4,4,3,2,3,"I think Chris would be fine with it, but not feel too passionately either way.",5,I would trust it until I see evidence of it not working.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,2,5,1,4,3
7/21/17 14:10,7/21/17 14:21,0,172.97.7.163,100,661,1,7/21/17 14:21,R_5d9QnQhsKjk9b0d,,,,,34.06970215,-103.3305969,anonymous,EN,A151IWEMV5XRTA,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager analyzes the components importance to the factory and the algorithm analyzes breakdown history of components with the algorithm making the final decision.,Algorithms are a set of rules and calculations that are followed by a computer in solving problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,It is a system of checks and double checks which permits the best solution to the importance of checking a single component.,5,4,4,1,1,1,Since there was no difference on the analysis between the algorithm and the manager there should be no untoward emotion.,7,I trust the problem solving abilities of both the algorithm and the manager.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,2,6,1,4,1
7/21/17 14:12,7/21/17 14:21,0,70.118.246.32,100,550,1,7/21/17 14:21,R_2w513K5YLj4fcPh,,,,,39.03370667,-94.54100037,anonymous,EN,A2UF2FRGVW4T89,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A computerized formula for making evaluations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,An algorithm is unbiased but may not be able to notice subtle details  ,4,4,4,4,4,4,Chris may want a more personal evaluation but may like that the alogrithm is unbiased.,4,Alogrithms can make unbiased judgements but lack the ability to adjust to various situations. ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,2,5,2,1,4
7/21/17 14:10,7/21/17 14:21,0,66.172.195.169,100,623,1,7/21/17 14:21,R_Di1DVb1zeBBwD8l,,,,,42.53520203,-96.40110016,anonymous,EN,A3KUZ2JNKHZBQK,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager assessed availability of the employee while the algorithm predicted customer volume. ,Algorithms are process which is created based on information that is needed to be researched. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"It really is not a question of fairness to Chris.  If they are needing people to work in the mornings and Chris is available, he should work it.  If he is unavailable to work, then either he should find a job with better hours or change his personal schedule if he wants to keep working there.",4,4,4,4,4,4,"Based on the limited information provided, I am unable to conclusively state Chris' feelings about the schedule change, because the information provided never stated what his previous schedule at the coffee shop was and if the change was sudden and unexpected. ",5,Algorithm is based on human input from information provided from research that was done either through a program or a human that created it. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,1,6,1,4,2
7/21/17 14:15,7/21/17 14:21,0,69.128.33.229,100,345,1,7/21/17 14:21,R_1qVgAbzh6ONJnja,,,,,42.80380249,-84.21340179,anonymous,EN,A3TY2K1HBA19PO,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager runs the algorithm and then the algorithm finds parts that need to be fixed and worked on. Then the manager assigns someone to fix the problem.,they're part managment specs?,6,he didn't have any choice the algorithm decides for him,1,2,3,4,2,5,It shouldn't matter he's doing what the alogrithm said to check on,5,The algorithms job is to find problems and have them fix it.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,2,3,6,3,1
7/21/17 14:10,7/21/17 14:21,0,107.195.42.10,100,655,1,7/21/17 14:21,R_1in68AnDfJFSaN3,,,,,33.82629395,-117.9105988,anonymous,EN,A2O4RICIH4QZU9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computers that make decisions based on certain criteria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Unfair because a computer is making the decision. Fair because there are certain factors that companys are looking for.,2,1,4,6,4,5,Chris might not like that a computer will decide whether he gets hired or not.,3,It might be able to make good decisions but it also might screen out applicants that might be better suited for the job.,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,1,3,3,1,3
7/21/17 14:17,7/21/17 14:21,0,174.97.203.118,100,231,1,7/21/17 14:21,R_2P0CGG6jrPpXrVH,,,,,37.645401,-84.81710052,anonymous,EN,A1QQSJYBX8AVQ5,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A set of instructions for a computer to solve a problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Assuming it was programmed properly, the algorithm will be completely unbiased about the candidates. This should lead to fairer selections for the interviews.",4,4,4,4,4,4,"Chris hasn't gotten his results yet, I so I don't think he'd be feeling anything yet.",4,"The algorithm is only as good as it's designer, and that designer is a human. I can't have full trust in it without more information.",1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,2,5,1,1,3
7/21/17 14:15,7/21/17 14:21,0,50.81.137.150,100,354,1,7/21/17 14:21,R_3L857JxGq0dL3fZ,,,,,30.77819824,-88.25920105,anonymous,EN,A175ZTL2OZO9YU,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The algorithim chooses the schedule. The manager monitors the algorithm, but the algorithm makes the final decision in scheduling.",Algorithms are strings of numbers used in programming.,,,,,,,,,,,,,5,The algorithim is only as good as it is programed to be and the manager should be checking this so it is somewhat fair.,4,4,4,4,4,4,I would need to know more about Christ to sway from the choices I chose regarding emotions.,5,I feel the manger likely does his part and that the algorithim is programmed fairly well.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,1,3,1,3,2
7/21/17 14:11,7/21/17 14:22,0,47.150.183.33,100,693,1,7/21/17 14:22,R_1BQkChhLjAXdHO3,,,,,34.53610229,-117.2911987,anonymous,EN,A1NGABF082HR2P,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm monitors the equipment and alerts when maintenance is needed. The manager assigns someone to do the maintenance,A system that monitors certain things and makes predictions based on it's findings,6,"The maintenance has to be done. It's Chris's job to do it, so it is fair",5,2,2,2,2,2,"It's his job to do the maintenance, so it wouldn't make him sad. If anything, he'd be happy to have a job",6,The company wouldn't implement it unless it had a history of making good judgements,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,1,2,1,3,1
7/21/17 14:17,7/21/17 14:22,0,172.73.117.234,100,307,1,7/21/17 14:22,R_3sBc1aX3fM4ACW9,,,,,35.36250305,-81.57409668,anonymous,EN,A3JZS32RQUWGJM,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,5,"I think there are elements to a job that can't be determined by a computer.  Fitting in with the work culture, for instance, can't be determined by an algorithm.",4,4,3,5,5,6,"I wouldn't want to be judged by an algorithm, I assume Chris would not either.",5,"I think the algorithm can probably do a fairly good job of narrowing down candidates by qualifications, and the manager can then weigh the intangibles.  I think I would have some trust in this system.",1,,,,,,,,,,,,,3,"The algorithm selects the top candidates, then the manager chooses the person to hire from that group.",A set of functions that a computer follows to solve a problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,2,4,1,2,3
7/21/17 14:11,7/21/17 14:23,0,199.116.153.82,100,704,1,7/21/17 14:23,R_x9gagH03LC7mjYZ,,,,,37.33540344,-82.95659637,anonymous,EN,A2D2XQP00IZFR1,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager analyzes the importance of the component and the algorithm analyzes the breakdown history of the component and then assigns a worker to the project.,A set of rules followed by a computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,I think it is fair because it is part of his job.,6,5,6,2,2,2,I think he would feel proud knowing that he was capable of performing the job.,6,I feel that I could trust the decisions because the manager and algorithm work together.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63,2,3,1,4,1
7/21/17 14:15,7/21/17 14:23,0,71.171.84.56,100,431,1,7/21/17 14:23,R_2zHpKDtYJg4RC1t,,,,,38.2723999,-77.59320068,anonymous,EN,A39EBLPHUIPAFH,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"Neither fair or unfair, he may be having a off day or may have a real diffcult customer that is hard to deal with",5,5,5,1,1,1,If he had a good  evaluation I think hed would feel good and proud,5,No every manger like all his employees,1,2,70,1,3,1,5,4
7/21/17 14:10,7/21/17 14:23,0,24.211.26.202,100,786,1,7/21/17 14:23,R_W8SsmiUz5uOHyNz,,,,,43.13110352,-88.33589935,anonymous,EN,A1DKVUTOBPQH11,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"A company can do whatever they want as long as it is legal in terms of evaluating employee performance and so you can't really say it is ""unfair"" to be evaluated in this way. The usage of various algorithms to make evaluations of any type continues to get more and more use every year that goes by.",3,3,4,5,4,5,"He would probably slightly annoyed but he would also think it was practically inevitable and probably wouldn't fret too much if he knew he was actually doing his job properly. However, if he is a bad employee, he may have more to worry about.",4,"It really depends on the quality of the algorithm (i.e. how advanced is it). If it is if poor quality, I wouldn't trust it much (obviously). Does it use any form of artificial intelligence? Because if it did, I would probably trust it quite a bit more.",1,3,The algorithm analyzes employee performance based on various factors. The manager then reviews the analysis provided by the algorithm and determines employee performance in that way.,A computational method for problem solving that follows some set of rules and is typically done in a step by step process.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,2,5,1,2,4
7/21/17 14:16,7/21/17 14:23,0,68.224.81.71,100,439,1,7/21/17 14:23,R_1Cd0i0B4rv7WYcg,,,,,36.19790649,-115.2659988,anonymous,EN,A19RNVJ2IO0HCS,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An algorithm is a sequence of actions (output) that can be performed based on a particular input. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,I do not believe the algorithm can be 100% reliable.,2,2,4,6,5,6,I think Chris would also feel like the algorithm is unreliable and not a good predictor of his true performance. ,2,"This algorithm cannot be 100% reliable; therefore, I trust it very little. ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,2,5,1,1,4
7/21/17 14:10,7/21/17 14:24,0,141.225.31.141,100,804,1,7/21/17 14:24,R_3nMMYXoJdcDpeQ3,,,,,35.20170593,-89.97149658,anonymous,EN,A1HIG940SQTMD2,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,3,A candidate may look good to the computer but be a basket case in person. I wouldn't trust the computer 100%,3,4,4,5,5,5,He may feel it is unfair to bring in applicants based on a computers findings,3,I wouldn't trust the computer to weed out all the bad apples. ,1,,,,,,,,,,,,,3,"The algorithm chose applicants, manager was going to interview them",ways to make choosing from a large quantity easier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,1,4,2,2,3
7/21/17 14:16,7/21/17 14:24,0,32.212.66.128,100,482,1,7/21/17 14:24,R_eb2sO3XqOqQBVcJ,,,,,41.30940247,-72.9240036,anonymous,EN,A3HAOGY3DL11T9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are computer programs that are designed to collect and organize data for a person and/or corporate entity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I feel like the algorithm helps make Chris' work more efficient than if he didn't have the algorithm help him out.,6,5,5,3,2,3,I think Chris would appreciate having something like the algorithm help streamline the amount of maintenance work he needs to do.,6,I feel like the algorithm does an adequate job with what it's assigned to do.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,1,2,2,1,1
7/21/17 14:18,7/21/17 14:25,0,162.243.198.241,100,410,1,7/21/17 14:25,R_29jeKzxal9yyt0n,,,,,40.73080444,-73.99749756,anonymous,EN,A2SY2N44N1RWVA,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computer makes decisions based on set guidelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,There was no discrimination or anything that excludes one person over another,4,4,4,4,4,4,He knows that's how schedules are set so don't think he would be phased,5,It depends on the situation and the job requirements with the skill needed,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,1,5,4,1,2
7/21/17 14:13,7/21/17 14:25,0,73.235.142.3,100,739,1,7/21/17 14:25,R_3iCPUJcGDpwpfNb,,,,,38.69320679,-121.3115997,anonymous,EN,A2II2W80AGDMBT,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It analyzes the tone which can give false positives. Some people have harsh natural tone. ,4,4,4,5,4,5,He doesn't want his performance evaluated by a third party/computer.,4,Manager is going to use the analysis as the deciding factor.,1,3,"Algorithm analyzes past recording to generate a report, and the manager uses that report to give an employee evaluation.",A set of mathematical rules that a program has to follow.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,2,5,4,2,4
