fairness code,emotion code,trust code,20 types,fairness,trust,emotion,ID,fairness OR,trust OR,emotion OR
5,16,5,"5,2",7,5,6.5,R_3qff4qyTuUrbsBd,"I would assume Chris is available since the manager analyzed employee availability, so it would be fair.","I do not really know the manager, but he seems to base his scheduling on data rather than emotion.","If Chris needs to pay his bills, he should be happy he was chosen to work."
5,"5, needs more info",6,"3,2",5,5,4.5,R_32RZWreZjEkssMQ,If there are no scheduling conflicts then he should work the hours as he is needed.,If it typically adjusts the amount of customers on a certain day then it should be a good deterimination of how many people are needed that day,again if he is available then it shouldnt be a problem if he wasnt available then i can see him not being happy joyful or proud but without knowing the full scope of what he can and cannot do its kind of hard to predict.
5,51,1,"4,2",6,5,4.666666667,R_bwrIIWTQ7MZPFUB,"The decision takes into account many factors, and I believe the results are accurate to reflect the situation.",The algorithm is based on pre-determined rules and policy. No personal feelings are involved. It is reliable to make right decisions.,"The decision seems to be fair to me, and I would assume Chris would be acceptable towards the scheduling results. Chris has no intention to be angry or frustrated."
5,51,needs more info,"5,2",6,5,5.666666667,R_0fupqEQMfpp65pL,It seems like the shift was chosen given on when he was free to work,hard to know what he knows and is working with.,it seems like a good fit for him so he would be okay with it
5,51,4,"5,3",5,5,5.833333333,R_2EoV5zBXmZRMVn4,This is fair because it is better to select the best when you know that certain people will not make it.,He seems to have experience with a scenario like this.,Chris seems like a person who knows what he is doing.
5,52,4,"5,4",5,5,2.333333333,R_3JmWnhZz1pLgtBE,He needs to be able to analyze the calls so they know what he is doing well and what he is not.,I don't know him personally but since he is the manager I have a certain sense of trust in him,"Just because it's policy, doesn't mean he will enjoy it."
5,needs more info,4,"5,4",6,5,5,R_RqxpMQYJI3ugvXb,The manager will be able to validate customer's complaints or satisfaction by listening to Chris' behavior on the call and the context of the call.,I think that most managers do care about employees and will evaluate them fairly.,"I think Chris would feel positive about his manager evaluating him on his calls if he does well, but Chris would have negative feelings if he does not get evaluated well."
5,"1, 16",5,"2,2",6,6,3.666666667,R_pnHwEPF1BrQBJh7,"It is mostly fair since the algorithm took Chris's schedule availability into account, but it did not ask Chris his preference.","Employees chose what their availability was before the algorithm made its scheduling choices, so when they are scheduled is a matter of customer need. If 5 people are available in the morning, but they only need 3, the employees need to trust that the algorithm will fill in the hours for the other 2 on other days.","I don't think Chris could be upset about a schedule that was made objectively, but he also might not be happy if he did not want to work mornings."
5,16,1,"4,3",5,6,3.833333333,R_3OcyptHFxv5r9Bf,The algorithm analyzes resumes which sorts out how qualified the applicants are.,"I think the algorythm would take the emotion out of hiring, it would choose based on which were best qualified.","It would depend on whether he gets chosen, how he would feel."
5,5,"5, 6","2,2",6,6,4,R_1jdfpxc6Cn4FjVp,I think it is somewhat fair because it takes into account availability and the amount of employees needed. It is not arbitrary.,I think the manager likes it because it takes into account the needs of the coffee shop and the employees. It is a fair process.,"I think if Chris has already given the times he can work to his manager, he really can't complain much about when he scheduled to work."
5,18,6,"2,2",7,6,4,R_31Wv0VjT5lpWU77,"It is fair, because, Chris never mentioned that he cared what time he wanted to work. He was the best fit for mornings,based on the algorithmic analysis.","I believe that the algorithmic analysis makes good choices and so does the manager, he knows Chris and puts him where he thinks he can do a good job.He can handle the morning customers.","I don't think, that any of this mattered to Chris..he doesn't seem to care when he works."
5,13,7,"2,2",6,6,4.666666667,R_2EmE0puQQsbjd5Z,The algorithm looks at when employees are available and schedules them then.,The algorithm should be sound.,Chris should be happy that he has a job and was scheduled to work. No reason to be unhappy.
5,5,"1, 3, 7","2,2",6,6,4.833333333,R_2wKSL4xCl4tcDkD,The algorithm takes Chris's availability into account so it's not going to schedule him for times he is not able to work.,The algorithm can probably check for conflicts easier than the manager can. This keeps things equal and fair.,"Since Chris's availability was taken into account, he should not have been scheduled for times he couldn't make it."
5,16,"3, 6","2,2",6,6,5,R_1zbqJZGIVDTw8ut,The algorithm is taking into consideration Chris' availability.,"The manager doesn't have any reason to not, he has a business to run and wants to do it most efficiently and accurately which is what the algorithm is helping him do.","Most people prefer to work mornings, and if I worked in a coffee shop I'd be elated to have normal hours opposed to afternoons or evenings, as would the average person."
5,6,6,"4,2",7,6,5,R_AbNn6YrgVPqixwt,This takes into account both availability of employee and the company's needs.,The algorithm has a strong idea of what is needed for the business and the manager is certainly capable of determining when employees are available.,Since the schedule is based on both the manager and the algorithm Chris should be somewhat satisfied with this manner of scheduling.
5,5,100c,"2,2",7,6,5.166666667,R_22PKJRs9ukXYsGx,"It's when the employee is available so it works for him, and it's when he's needed so it works for the employer. The customers get more employees when it's busy. Everyone wins.",Same answers as above. It works for everyone.,"He should feel good about it. It's when he's available. No big deal though, so ""joyful"" is kinda' extreme."
5,6,"5, 7","3,1",6,6,5.166666667,R_3kijUXyN8t5i5Dg,"The algorithm uses historical data to assess the need for maintenance activities, and while the manager can adjust the rules, the algorithm will likely produce a fair task for Chris based on the data provided, as long as the manager does not enter false or biased data.","The algorithm will only analyze data available for analysis.  Provided the data is valid and accurate, one can trust the algorithm to produce quality decisions.","Unless the manager is falsely adjusting the algorithm, Chris can rest easy that the assigned task is necessary for uninterrupted function of the factory equipment, and was chosen for the next task due to it's importance to continuous production."
5,5,5,"1,2",6,6,5.333333333,R_wWNp8lNrIOaFhmx,It looks at his availability so it's fair to schedule him then,Since availability is plugged in then he's never scheduled outside of that like humans would occasionally do. Also he would be needed during those hours according to business,He would be happy to be scheduled shifts when he's available and not have to worry about covering shifts that don't work for him
5,3,5,"2,1",6,6,5.333333333,R_1IKIbpkEL3oXY58,Using the best info available,Best info available,Chia should not be mad because it reduces needless work
5,100a,5,"2,1",7,6,5.333333333,R_22trxeNmE8QyJT0,The algorithm should be reliable based on historical facts and is a reasonable basis for maintenance routines.,historical facts,Chris should be feeling okay that this is the process
5,4,4,"2,1",7,6,5.5,R_71yma6cf3CTgeM9,The manager didn't just arbitrarily assign the task to Chris; he made an informed choice based on data analysis.,I doubt that the manager would be allowed to make these decisions if he was incompetent.,I think Chris would be happy that he was chosen to take on such an important responsibility.
5,13,5,"2,1",6,6,5.5,R_xgEtGaTgZLxckc9,It is fair because the job that was given to him is a report based on recent history of the component that was analyze by an algorithm.,Analyzing the history of the component and making sure to avoid the problem in the future is a trustful strategy.,He is content because he knows which problem to look for.
5,18,7,"4,2",7,6,5.5,R_SJKmA8CxXSO0Oop,"I think it's fair because they're taking data and analyzing it to figure our the scheduling, not just scheduling whatever they feel like.",Its a computer using math to figure stuff out so its probably the most efficient.,"I don't think he will feel mad about anything, but i also dont think he will be stoked on working mornings."
5,18,4,"5,2",6,6,5.5,R_4GRPIYhHXu0IeFb,If they analyze the schedule based on employee availability then Chris must be available to work mornings so it is fair.,IF he's a manager he should be trustworthy.,The story doesn't say Chris' preference so he has no reason to be upset.
5,13,5,"5,2",7,6,5.5,R_eg6oxiFAiEriyBP,Because the manager takes into account employee availability meaning that Chris was probably willing to work during that time.,The fact that he takes into account employee availability makes me think he makes good scheduling decisions.,He probably feels happy with being able to work.
5,13,6,"4,2",6,6,5.666666667,R_9BsarFSnWE0Cnlf,The computer knows when there are the most customers and scheduled him accourdingly.,"The computer did the math, the human confirmed employee hours, but the manager surely looked over the schedule after it was made. So it had both human and non human eyes look it over.",He should be happy to get hours. A lot of places don't do anything above part time anymore it seems.
5,100a,2,"3,4",6,6,5.833333333,R_2zLWKnrKQpHtQWK,"I think it's fair, the algorithm rates performance based on job task and performance",Using the algorithim makes it fair because it's the same for every person,"I think this is how he would feel, it's pertty straightforward and fair."
5,5,5,"4,2",6,6,5.833333333,R_2BnzG3e5cUZanvT,It is fair because the algorithm uses the employees' availabilities to make the schedule.,It seems like it probably works well to use an algorithm based on availabilities.,If Chris stated that he was available to work mornings he should be happy that the algorithm put him on the schedule in the mornings.
5,7,4,"5,4",6,6,5.833333333,R_27lCCKL3epFl3IK,The manager uses recordings of his work calls to evaluate him.,The manager would have training in what ot look for in the evaluation.,The evaluation is based on the job performance and seems fair.
5,5,1,"2,1",7,6,6,R_3FJ7HRh8lPvLoka,The algorithm evaluates the importants of the componet to the factory and the breakdown history.,Once again the algorithm offers facts.,Chris shouldnt have negative feelings because the work is based on factual experience history.
5,13,100c,"5,2",6,6,6.166666667,R_1mUHcZpCnrRFgFJ,Based off of availability,Trusts they'd be there,Because he gets hours.
5,5,7,"3,2",7,6,6.333333333,R_aWcqRenV88ZQ5zj,Availability and need are both considered,numbers are numbers,Since his availability is considered this should be a reasonable time for him to work.
5,5,"3, 6","4,2",7,6,6.333333333,R_1dAdnFq9XB3VZMe,"It only makes sense that employees are scheduled according to when they are needed the most, which is during the most busiest times of the day. If Chris is available in the morning and more customers are expected in the morning then the algorithm would naturally schedule it that way.","If the decision is made using a combination of both, then that is more efficient. If Chris is available, but not as skilled at his job, then the manager might think about scheduling someone else who is also available in the morning.",Chris is available to work in the morning so I am sure that he appreciates being given the work hours.
5,5,5,"5,2",6,6,6.5,R_rlq9ucS8lwDN1tv,"I think that if Chris has told the manager he is available mornings, then it is fair to schedule him for mornings. It said he analyzes availabilities.","He takes the time to analyze availability, so I would trust him to make good decisions.","I think Chris said he was available mornings and the manager has given him mornings, so I assume he is very happy."
5,100a,7,"4,1",7,6,5.166666667,R_3MuhuPA4xNngXRi,"If it of high importance or it breaks often, then is should be checked.",It's an algorithm. It does as it is programmed.,I really don't think he'd care.
5,100a,7,"3,2",7,6,5.333333333,R_22CSPxlGIPjl0UY,Because it's determined based on need,I trust computer programs generally,He would feel neutral probably
5,13,"5, 7","1,2",6,6,4.666666667,R_1nT4PAmKAg04xwY,It makes sense that if there is a trend of more customers in the morning for Chris to be scheduled,Humans can guess that they need people but an algorithm is a set of rules based on past histroy and therefore more accurate,He knows he has to work and he would have the rest of the day off
5,5,5,"4,2",6,6,4,R_2BzHkvagY1sqBb7,"If he's avalible and needed more in the morning, it's fair to me.",The manager checks availability and the algorithm checks the times that the cafe is the busiest. I think that's a great way to schedule employees.,I don't think he'd have a lot of feelings about it if his availability is open.
5,5,1,"3,2",6,6,5.333333333,R_3GddDmdo1xUQWO1,The algorithm takes what availability Chris has and the needs of the coffee shop and figures out what hours to schedule him.  I think it is fair because it takes both Chris's needs and the coffee shop's needs and figures out the best shift for both of them.,It is a computer and not a person making the scheduling decision.  It isn't biased.,"Chris's availability was factored into the scheduling so he should be happy.  They didn't just assign him a schedule per the coffee shop's needs, they actually listened to him."
5,51,4,"5,3",6,6,4.666666667,R_3oEETqzLtM2Vd57,Fair because quality if often used to select the best applicant.,A lot of trust because high-tech companies usually hire the best.,"Chris would be proud that he is in the mix against so many other people, but he'd also be frustrated there is so much competition."
5,51,4,"5,4",6,6,5.333333333,R_6nGomHnX2MlXZIZ,The only way to know how someone is doing is to evaluate past performance,Manager's should perform honorably,No reason for him to feel bad
5,51,100c,"5,3",5,6,5.333333333,R_STCtaUlS8FiXqMx,"Makes sense to get the know the ""inner  side "" of a person",Alot otherwise he would not have that job,Gives him a chance to work
5,51,5,"2,2",6,6,5.5,R_339ht94SlE5SH45,"It isn't taking into consideration anything except for the optimal times for people, it isn't biased against him.",It is designed to make the best decisions based on the information given.,He probably feels good because it chose what he would be best at.
5,51,51,"5,3",6,6,5.5,R_1kY6in8hFyKRKyv,The fact that he takes the time to read the resumes and picks the top candidates is a fair thing to everyone.,He is making a fair selection.,He should be happy that the manages is being fair; he has a good chance.
5,51,100c,"1,3",5,6,5.666666667,R_3iIqEUB64xdgd5o,It is fair because they are looking for certain criteria and Chris fits that.,Trust is something that is imperative.,I believe chris would be happy and elated that he gets an interview
5,51,6,"4,1",6,6,5.833333333,R_1FFD0VkRdxmJ5jX,The algorithm assigned Chris because Chris had all the qualifications to carry out the maintenance task.,I like that a human is part of the analysis because computers can make mistakes.,I think Chris would be pleased to know he was chosen to carry out the task because of his competence and qualifications.
5,51,1,"4,4",6,6,6,R_1rrGawOn6jbnklU,I think it is fair because the algorithm will only use the information it is given to evaluate Chris.,I think the algorithm would be free of bias so the evaluation it gives would be fair.,I think Chris would be ok with the algorithm evaluating his performance.
5,51,4,"5,4",5,6,6,R_2fvvIsdj5MzFBIp,The manager has to analyze the tones and contents of their calls with the customers.,Anyone in a management position should make good and smart decisions.,I think Chris should be okay with being evaluated.
5,51,51,"5,1",6,6,6.166666667,R_1mxvSLQP9WC4WiX,"If Chris works in the manufacturing factory, then he would have some knowledge about the component to the factory and it's breakdown history",I think he knows who to select to provide the feedback,I think he would feel important and as a vital part of the process
5,52,1,"4,2",5,6,3.666666667,R_10vgl53quSWVCji,"It's fair because it's the best time for him to work. Also, a little unfair because he might not want to work mornings.",The algorithm has no bias or emotion so it chooses the best outcome.,He would be frustrated because he has to change shifts and start working at a different time.
5,52,7,"4,3",5,7,2.666666667,R_2xyZXjF5t7Roubo,It is more fair for the algorithm to select the top applicants based on their overall views and calculations from the analyses.,I trust the algorithm to make good quality decisions upon selecting top job applicants extremely because of how it processes the calculations and analyzes overall.,"Chris would feel more disappointment and anger because an algorithmic machine would be doing a job that is too hard for him, and is accomplishing more."
5,6,7,"2,1",7,7,5,R_24CYloy1x9lb4JR,"The algorithm has figured out based on previous results that the machine may be in need of repair, it's fair because it's his job to repair machines, and thats what he has to do.","Algorithms are not always perfect, but are a great indicator, in this case it is extremely helpful to have some 'warning' about the failing parts.",Why should Chris feel strongly about the algorithm deciding if a part has to be replaced? He should trust the manager's judgement based on the algorithm that the work has to be done.
5,13,"5, 6","4,1",7,7,5,R_1dMOI2rQUbnm3Q1,"The breakdown history contains information about all components, not just based on importance of the part.","The history of parts wear and tear indicates which parts will need maintenance and when, while the manager will make a judgment call about the relative importance of the parts.","Chris is simply responding to the assignment, and it isn't personal in any way."
5,1,100a,"5,3",7,7,7,R_1OqKUP2AuHFeAbn,"Because, the manager analyzes thousands of personal statements and resumes.","Because, the manager selects the top applicants for final on-site interviews.","Because, chris has a fair chance on getting hired."
5,5,5,"5,2",7,7,7,R_24tPDbh6plIvm2A,The manager took into consideration when employees are available to work and that is fair.,The manager takes into consideration when the employees are available.,Chris is available at those hours so it makes him happy he can work at that time.
5,"5, 13",6,"3,2",7,7,5,R_UcDq9q3aIYqdd1D,"I think it's very fair because the decision has to made somehow, and having an algorithm involved helps make decisions based on certain factors that are important for the organization's staffing.",I have extreme trust because the algorithm analyzes info logically based on criteria needed by the organization which the manager monitors.,"I think Chris would not experience any negative emotions and would be neutral as far as positive emotions, because it is the organization's right to schedule their employees as they see fit, and the algorithm adds a logical reasoning for particular scheduling."
5,51,7,"3,1",6,7,6.333333333,R_2uVELN6zfGnjebp,Its very fair because the algorithm decided that he's the best person for the job probably based on his skill set and the job that needed to get done,Machines very rarely make mistakes and they're more analytical than human beings,I imagine he'd be more honored than angered that he got chosen to get the job done
"5, 13",51,9,"2,2",6,5,6.333333333,R_2qqFniOIAwDTqvW,"I'm sure Chris expected to work in the morning, especially if that is what he listed as his availability.","There is always computer error, but there aren't very many variables to have to lean on the computer to know this is the correct decision.",It is probably what he had expected.
"5, 14",needs more info,9,"1,2",4,4,5.5,R_24r2HxVoNzfalM5,"I don't think it is either fair or unfair.  The computer is programmed to analyze customer traffic.  I would assume that more people drink coffee in the morning, so that's why the computer schedules Chris for mornings.","A manager who is a person would be better able to understand deviations in customer traffic given things like weather, holidays, tourism, and such.  I know that the computer can analyze normal days, but I don't trust it fully.  Humans are too difficult to predict.","I don't know Chris, so it is difficult to gauge his emotions.  I do not mind morning work, and would personally be happy to have evenings at home with my family."
"5, 14",100a,100c,"2,4",4,5,4.5,R_2aRfMTyUdOVSUzd,I think it could go either way on this depending on the customer,I think he would look at it with reason and allow some things,he could have many feeling about this and what would be going on during the analysis
"5, 7",needs more info,51,"2,4",5,5,4.166666667,R_1o6lKpxUtQ5unEa,"As long as the criteria that the algorithm is using are actually quantifiable then I don't see a problem. Length of time per call, for example, is quantifiable. Customer comments (e.g., on a scale of satisfaction from 1 to 5) are also quantifiable. What is NOT readily quantifiable would be the difficulty of the problems that the customer service person is handling.","I am willing to give people the benefit of the doubt. Unless I am shown otherwise, I assume that people are operating in good faith.",I can't answer this intelligently without more information. See my answer to the first question you posed -- are the criteria that the algorithm uses truly quantifiable or not?
"5, 7",51,"5, 6","2,3",7,6,6,R_3EK13Qb1aIGN7YQ,It is fair because the algorithm uses searches for the required qualifications. This means that only the most qualified people are interviewed.,The manager will be able to base his or her decision on a number of other qualities.,Chris knows that he is considered one of the most qualified applicants. The rest is up to him in the interview.
6,"11, prefers one over the other",6,"4,4",3,1,3.5,R_2xYnepzbtjfG1Wu,I think there is value in human interaction with someone and not leaving decisions on performance up to a device that has no feeling.,"I feel like a device has no feeling and cannot judge human interaction because it is not  human. It would only be looking at call times, calls answered and customer surveys.",I am unsure what type of person he is so it is hard to predict how he will feel about how he is rated. I would think he would be frustrated with the algorithum evaluation and happy with his manager's evaluation.
6,100a,9,"4,4",6,2,4.5,R_3M0hEwZjkl4Luuc,"If they both come up with the same results or close to it, it seems fair enough.",I don't know how it could possibly be able to pick up on the contents of the conversations,"I'm not sure how he would feel, that is why I answered the way I did. I believe if the results were bad he would not like it but I don't know what the results are."
6,"9, 12","6, 8","2,4",5,2,3.5,R_2D6Mx0yTgplwnsw,well i think in addition to algorithmic analysis being used here they manager should also be using other things to evaluate his workers like talking to them and personally observing them and going over the persons work habits and not just replying on computer algorithmic analysis.,i believe that while this algorithmic analysis my help as a tool for evaluating workers the manager should do much more then reply solely on such a tool and get more personally involved and use his own feelings and thoughts more so in the evaluation process so i would not trust this very greatly if this was the case.,I feel Chris would be perhaps a bit disappointed and not extremely happy to know that his work was being evaluated by a computer for the most part and very little by the actual manager first hand.
6,SASSY GUY,"9, 11","3,4",4,2,3.166666667,R_1rvLVlyRQ4ygrRz,"It is unfair to use only a computer to monitor and evaluate someone, but the manager adjusts and oversees it all, so the human factor balances it out, leaving me with a neutral position","This is getting ridiculous. People can't explain all of their gut responses. In this case, though, I can say that an algorithm can never take into account the connotations of words, which change constantly, no can it fully take into account tone of voice. The manager helps, but he could get lazy (and WOULD get lazy).","How can I explain this? These are just my opinions and there is nothing to explain, it's just what I think he will feel."
6,"100a, 52",9,"3,4",5,3,4.166666667,R_pGcKqAhTRPDa57b,It's good that the algorithm is moderated by a human. It's somewhat fair because it takes objective data into account of Chris' performance. It isn't extremely fair because the algorithm likely has some bugs and might misinterpret some interactions.,It's hard to know the rapport that the manager has with the employees.,"I think that Chris would overall feel fairly neutral about the algorithm, with some spots of frustration here and there."
6,"9, 11, 12",9,"4,4",5,3,3.333333333,R_NUvAgsVqMkUB6i5,"The manager is there to give a human analysis of his past call recordings, in case the algorithm gives an inaccurate decision.",I think there are too many small details and nuances to customer comments and call recordings for an algorithm to make an accurate decision.,"I think he would feel that the algorithm could make an inaccurate decision, and the manager don't have enough influence to fix that."
6,"needs more info, 13",7,"3,2",4,4,4,R_263VnXX7T9ii9nr,"I think that it's neither fair nor unfair because although the algorithm makes the final decision, the manager is still responsible for the information the algorithm considers.",I have as much trust in software programs as I do in anything else.,"Honestly, I don't think people really care one way or another about whether they are monitored by algorithms with human input or not since it is part of everyday life."
6,100c,7,"4,2",6,4,5,R_2ceEc38tOGqH31L,seems like they are using the best of both worlds to come up wiht the answer,i wouldn't fully trust a computer for that but hey they gotta be smarter than the human right,who wouldn't want to work in the morning and then have the night off?
6,16,100c,"3,2",6,4,5,R_1Lndh7pwNl7pPIU,Scheduling employees when you have the most customers is difficult. I would think if this is used as a guideline with common sense it would be a fair way to do business.,There is a wide variance in how employees are treated these days.,If this was done fairly I know experience being busy makes the time fly. Also I would expect management to make more money and give bonus's.
6,100a,needs more info,"4,4",6,4,4,R_3RmSfJd7Jo2qcen,"The manager may be biased and the algorithm may not be exact, so the two may negate themselves.",I do not know much about the algorithm or its results.,Chris could feel anything in regards to the manager and algorithm.
6,100a,100a,"4,1",5,4,4,R_24LQy08cUGz4vmi,The manager's input checks and balances the algorithm.,I give it the benefit of the doubt.,I don't think he'd have strong feelings either way.
6,100a,7,"2,2",5,4,4.5,R_1obg7ep5pmo3OIc,"This gives Chris a concrete reason why a decision was made, rather than the manager's subjective decision.",I would hope the algorithm is as good as anything else to make a decision.,I don't think Chris would have strong feelings about this decision.
6,100a,6,"4,4",4,4,5,R_ZEuHifWUWKGFaFz,I think having the manager listen to calls allows for quality control regarding the algorithm making final decision.,As stated above the human interaction allows for quality control in this scenario.,I think he would be moderately neutral about it.
6,"100a, 9","7, 9","4,1",7,4,3.5,R_1jqETA21JziOOeq,although the algrithm has a final say in assignment or not that is a result of two different analysis one of which is an actual human anc Chris would have no say anyway.,I know that machines can and do make very accurate predictons but as a rule am always very wary of the algorithms themselves and assigning any sort of across the board trust,I don't think Chris's feelings would be impacted one way or the other but his expressions of general angst might be more focused in this scenario on the machine decision
6,100c,9,"4,4",5,4,5.333333333,R_10GZXh07BjVfPrm,I think it is fair because both the manager and the algorithm with analyzes his calls,I am not real sure about computer generated items,I just think this is how I would feel
6,13,"7, 9","4,2",5,4,4,R_3011cNLnTKtLhg9,"There is human input into the decision.  I presume that the manager can override the algorithm's decisions, if there are extenuating circumstances","My husband works with these sorts of decisions.  They make fairly good decisions within the bounds of what they know, but they need to be override-able in case of extenuating circumstances",It is just a work schedule; I don't see why Chris would have any strong emotions about it one way or the other.
6,16,needs more info,"4,3",5,4,4,R_2aP0y9oCmcyResW,"Having both a human and computer element makes it somewhat balanced.  I would want to know if the algorithm submits the top candidates for review and confirmation by the human, who can overrule some, or if the human can also request specific candidates to include in the final on-site interviews.","Again, it depends on what check and balance is there on the algorithm to include other candidates or discount those it selects.","Without knowing if Chris was in the final on-site interview pool, it's impossible to know how he would feel."
6,16,needs more info,"4,4",6,4,4,R_26btGklvFYmO2ot,It is more fair that there are 2 sources of review rather than just the manager only or just the alogorithm.,"Depending on the competency of the manager it could not be a good evaluation. Also, if the algorithm is too harsh evaluating Chris is could perhaps be an overly critical evaluation.",Depending on the results Chris may feel either disappointed if there are poor results or proud if there are good results.
6,16,16,"3,4",6,4,4.333333333,R_33qCSWiKmg9EuVN,"It's fair because though the algorithm makes the initial assessment, the manager can adjust the results by discretion.",We would need to see the results first and then decide if the algorithm's results are indeed accurate.,I think Chris is somewhat uncertain about the algorithm determining his progress.  He would probably need to see the results first and then make a decision.
6,51,"3, 6","2,2",5,4,4,R_10N2wBiOgWp3Ouk,The manager has the final decision regarding scheduling and the manager is familiar with Chris.,The manager's job is to run the coffee shop in an efficient way and use the tools at his or her disposal to do so. Using the tools available to improve efficiency is good management.,Chris may agree with the scheduling and the algorithm just assists.
6,51,8,"3,2",5,4,5.166666667,R_3j6Dm4av4CAyfdT,I think it's fair because the algorithm monitors his ability to handle the work.,I think the manager actually monitoring the employees would be of better quality than an algorithm.,At a coffee shop the mornings are the most busiest for for him to be scheduled in the morning is saying that he can handle the peak time.
6,51,6,"4,3",6,4,5.166666667,R_2z7lxzq6reaDSeU,I think it is fair because it is using analyses from a person (the manager) too and not just the algorithm.,I think you still need a person to analyze things so with the combination of manager and the algorithm there is some trust in this system.,I think he should be happy because this is allowing the best person to be selected.
6,51,9,"4,3",6,4,6,R_2rArg0HwcZO2dJV,By adding the human side along with computer it increases his chances,I'm sure that it looks for key factors in the resume but their still are things that could be overlooked,I think he would feel special if he is selected
6,52,6,"3,4",5,4,2.833333333,R_6KdaYmrRUHHEluF,It's mostly fair as long as there is a human element to guide the algorithm.,The decision is probably okay with human oversight.,It would be hard to accept being judged by software.
6,7,1,"3,4",6,4,5.166666667,R_2a96hKzhU6KnVlP,The manager is responsible for monitoring and adjusting the algorithm so I feel it is pretty fair to the employee,"Since it is an alogirthm, it doesn't have any preconceived notions about the employees so I feel it would be pretty fair.",I think Chris would be okay with being evaluated by the algorithm.  I don't think it would inspire extreme feelings one way or another.  I doubt he would be feeling much joy
6,"7, 100a",needs more info,"4,4",5,4,4.5,R_yBGETk68jvwCjGF,"The call recordings, analyzed by the manager, is the most important part.  I think its fair that there is still human involvement other than the algorithm.",It depends on if the algorithm has made good evaluations of other people in the past.,"An algorithm could be more accurate than a person, but I don't think he'd be happy or joyful."
6,"8, 12","7, 12","4,3",5,4,3.5,R_3fK9aNvogDscKa6,"Because a manager reads the personal statements, I think the process is more fair. Although I think the manager should have sole discretion, having a computer analyze work history and qualifications is okay because the manager has input on their personality and potential (which a computer would have a hard job accurately determining)","I think the computer will do a decent job, but it still feels very impersonal.","I believe Chris would want a real person to review his application and make the decision, instead of a computer algorithm having an input."
6,9,"1, 9","3,4",5,4,2.833333333,R_1M3A93S2345o48J,"IT seems fair since themanager is setting the basic expectations and the algorithm is ensuring no bias when it comes to the evaluation. However, sometime you need to make exceptions due to outside factors and the algorithm can't detect that.",The algorithm will be unbiased but I worry about hoe comprehensive it is.,I think Chris would fine the expectations to be frustrating since he has no way to explain any extra circumstances or factors.
6,9,6,"2,4",5,4,2.833333333,R_vYzpMeZSke1JnRT,It somewhat fair because the manager is analyzing the results before coming to an conclusion.,It hard come to a conslution with out more details but hopefully the manager understand all the factors when evaluating tone.,I think Chris would be annoyed because there are many factors to explained a customer tone that Chris has no control over.
6,"8, 9",6,"2,4",5,4,3,R_WkUO16So3lvOONH,The fairness is OK because the algorithm has been set up to help receive proper feedback about employees and the manager also gets the final say.,"I believe the algorithm can make basic decisions well, and if anything extreme comes up the manager will be able to exercise judgment in proper evaluation.",I think he would like a human to receive the feedback because the emotion is better put in there. The algorithm could leave some to be desired.
6,needs more info,5,"4,1",4,4,4,R_1MLkLvPJs63ewhg,"If the algorithm is accurate, then Chris is doing the work he needs to do, and the manager weighs in as well, which should make sure what needs tobe done is done","The algorithm is based on the history of wear and tear, but the part that the algorithm assigns may not be the most important part to work on at the time",I cannot know how Chris would feel because I do not know anything about Chris aside from the fact that he does maintenance
6,?,1,"4,3",7,5,6.166666667,R_2CPT5ai0PVeehaQ,The algorithm checks for known qualifications. The manager looks for the spark and compatibility with the organization. It's got to be done and I know of no other way to fairly do it.,"Algorithms don't look at superficial appearances or have prejudices, unless the programmer built them in.",He's an engineer. Why would he be frustrated over an algorithm that selected him?
6,100a,"7, 9","3,4",5,5,3.833333333,R_1kYu5LoiOH511wr,I think because the algorithm is being monitored it is mostly fair as a way to evaluate performance.,I think there would be a moderate amount of trust because algorithms could be flawed but you would expect it work somewhat well also.,I don't think he would have any reason to feel any of these feelings.
6,100a,10,"3,2",7,5,4,R_03qVTzYQC67xjk5,I believe the manger double checking the results of the algorithm make it completely fair for Chris to be scheduled the way he is.,I've worked in retail where this happens. Managers take advantage and become lazy causing disarray in the scheduling.,I don't believe Chris would have any particular reaction to being scheduled this way.
6,100a,6,"4,1",5,5,4,R_3Dj250TkjlmIlR5,It's pretty fair because there's human and algorithm factors involved,I trust the assessment pretty well because I have no reason not to,I feel like Chris would feel indifferent
6,100a,4,"2,1",5,5,4.166666667,R_WrNZMSwbr3a8rrr,I think it sounds fair because things have to be checked.,Sounds like he is doing what the company wants.,"I dont think he would be happy, but I'm sure he wouldn't be angry."
6,100a,6,"3,2",6,5,4.5,R_22Mrt2qKZH0JfWA,The algorithm is monitored by a real person and can be adjusted so I feel this makes it a human decision and is fair.,Since it is being monitored I feel the algorithm is likely fair or it wouldn't be used.,"I don't think Chris would feel anything in particular, nothing more then any employee might feel."
6,100a,6,"4,3",6,5,4.833333333,R_2t6gyf6T1mszv7m,The manager is looking over the personal statements so I'm sure everyone will get a fair shake assuming he's a fair man.,I would trust it until I see evidence of it not working.,"I think Chris would be fine with it, but not feel too passionately either way."
6,100a,6,"4,1",6,5,5,R_2WAvvI7IrZgyN5A,It just seems like a fair enough practice.,It seems trustworthy enough.,He probably doesn't feel particularly good or bad. Just even.
