fairness ID,20 types fairness,fairness,fairness code,trust ID,20 types trust,trust,trust code,emotion ID,20 types emotion,emotion,emotion code
R_2ysDB9xOPxpwmdK,"4,3",7,3,R_xbfEgfCr1V2x3r3,"4,3",6,3,R_3paRwKrXFygUlOU,"4,3",4.333333333,needs more info
R_2QnbLWeLbBrfykf,"4,3",5,5,R_3iWh8JceYW4WyhL,"4,3",6,1,R_1rDlJbtpEIOSUOB,"4,3",3.333333333,11
R_2t6gyf6T1mszv7m,"4,3",6,6c,R_3iWh8JceYW4WyhL,"4,3",6,6,R_3OcyptHFxv5r9Bf,"4,3",3.833333333,16a
R_24GB6FSggsYa7G7,"4,3",6,1,R_2xyZXjF5t7Roubo,"4,3",7,7,R_3n1MCCgF8iYAqJ0,"4,3",5.833333333,3
R_2WwNdwiqUzy0CJG,"4,3",5,9b,R_rjUZKFjfvmS1XHz,"4,3",7,7,R_2tLlhAbGgCuNCGB,"4,3",6.0,1
R_1qVudhOOaTW9LPw,"4,3",6,6c,R_O2qgVdXzMGYlfvX,"4,3",7,2,R_xbfEgfCr1V2x3r3,"4,3",4.333333333,100a
R_2OUSDnUT9GNADTY,"4,3",6,6c,R_2Tq6dAQjnaljZXU,"4,2",1,13,R_3iWh8JceYW4WyhL,"4,3",3.833333333,9c
R_3paRwKrXFygUlOU,"4,3",6,3,R_2cpHVK9GUGFizFu,"4,2",3,2,R_2xyZXjF5t7Roubo,"4,3",2.666666667,52a
R_1rDlJbtpEIOSUOB,"4,3",6,2,R_8eT64iWixFKZ4lj,"4,2",3,9c,R_rjUZKFjfvmS1XHz,"4,3",5.166666667,16a
R_1rDlJbtpEIOSUOB,"4,3",6,1,R_32Y3P2BiKaqLAWy,"4,2",4,6,R_O2qgVdXzMGYlfvX,"4,3",7.0,3
R_3OcyptHFxv5r9Bf,"4,3",5,5,R_2ah83h9cssp9uxO,"4,2",4,7,R_2Tq6dAQjnaljZXU,"4,2",4.0,13
R_3n1MCCgF8iYAqJ0,"4,3",6,3,R_2ceEc38tOGqH31L,"4,2",4,7,R_2Tq6dAQjnaljZXU,"4,2",4.0,14
R_2tLlhAbGgCuNCGB,"4,3",6,6c,R_3011cNLnTKtLhg9,"4,2",4,7,R_2cpHVK9GUGFizFu,"4,2",4.166666667,16b
R_xbfEgfCr1V2x3r3,"4,3",6,4b,R_3011cNLnTKtLhg9,"4,2",4,9b,R_8eT64iWixFKZ4lj,"4,2",4.333333333,13
R_3iWh8JceYW4WyhL,"4,3",5,6b,R_1pXKxqXxOfwdPal,"4,2",4,7,R_32Y3P2BiKaqLAWy,"4,2",3.166666667,16b
R_2xyZXjF5t7Roubo,"4,3",5,5,R_1Iz1LSi8MaUf2Mp,"4,2",5,1,R_2ah83h9cssp9uxO,"4,2",4.0,needs more info
R_rjUZKFjfvmS1XHz,"4,3",7,3,R_Di1DVb1zeBBwD8l,"4,2",5,6,R_2ceEc38tOGqH31L,"4,2",5.0,100c
R_O2qgVdXzMGYlfvX,"4,3",7,3,R_xfj9dqkw5xYWx33,"4,2",5,9b,R_3011cNLnTKtLhg9,"4,2",4.0,13
R_2Tq6dAQjnaljZXU,"4,2",6,13,R_OMSkciY3t3nH2QV,"4,2",5,3,R_1pXKxqXxOfwdPal,"4,2",4.0,5
R_2cpHVK9GUGFizFu,"4,2",4,2,R_NXU5mE1s7rfvFdL,"4,2",5,7,R_1pXKxqXxOfwdPal,"4,2",4.0,13
R_8eT64iWixFKZ4lj,"4,2",4,13,R_2cAfAcOZ47dKPmU,"4,2",5,9b,R_1pXKxqXxOfwdPal,"4,2",4.0,51
R_32Y3P2BiKaqLAWy,"4,2",6,2,R_2AHCDD7jMFyDUrx,"4,2",5,9a,R_1Iz1LSi8MaUf2Mp,"4,2",3.5,13
R_2ah83h9cssp9uxO,"4,2",6,3,R_bwrIIWTQ7MZPFUB,"4,2",5,1,R_Di1DVb1zeBBwD8l,"4,2",4.0,needs more info
R_2ceEc38tOGqH31L,"4,2",6,6a,R_1LcUlUBX9bRk4yR,"4,2",5,5,R_xfj9dqkw5xYWx33,"4,2",5.333333333,13
R_3011cNLnTKtLhg9,"4,2",5,6b,R_1LcUlUBX9bRk4yR,"4,2",5,7,R_OMSkciY3t3nH2QV,"4,2",3.666666667,100a
R_1pXKxqXxOfwdPal,"4,2",5,5,R_1n0L5RIShWFOBxV,"4,2",5,7,R_NXU5mE1s7rfvFdL,"4,2",4.666666667,100a
R_1Iz1LSi8MaUf2Mp,"4,2",6,5,R_1n0L5RIShWFOBxV,"4,2",5,9a,R_2cAfAcOZ47dKPmU,"4,2",5.5,16b
R_Di1DVb1zeBBwD8l,"4,2",6,13,R_AbNn6YrgVPqixwt,"4,2",6,6,R_2AHCDD7jMFyDUrx,"4,2",6.666666667,16b
R_xfj9dqkw5xYWx33,"4,2",5,5,R_2ts3jhaICuzWCW7,"4,2",6,1,R_bwrIIWTQ7MZPFUB,"4,2",4.666666667,51
R_OMSkciY3t3nH2QV,"4,2",5,1,R_2ts3jhaICuzWCW7,"4,2",6,6,R_1LcUlUBX9bRk4yR,"4,2",5.666666667,51
R_NXU5mE1s7rfvFdL,"4,2",4,5,R_SJKmA8CxXSO0Oop,"4,2",6,7,R_1n0L5RIShWFOBxV,"4,2",4.166666667,6
R_2cAfAcOZ47dKPmU,"4,2",6,6c,R_9BsarFSnWE0Cnlf,"4,2",6,6,R_AbNn6YrgVPqixwt,"4,2",5.0,6
R_2AHCDD7jMFyDUrx,"4,2",6,6b,R_2BnzG3e5cUZanvT,"4,2",6,5,R_2ts3jhaICuzWCW7,"4,2",5.333333333,1
R_bwrIIWTQ7MZPFUB,"4,2",6,5,R_1dAdnFq9XB3VZMe,"4,2",6,3,R_2ts3jhaICuzWCW7,"4,2",5.333333333,3
R_1LcUlUBX9bRk4yR,"4,2",6,6,R_1dAdnFq9XB3VZMe,"4,2",6,6,R_SJKmA8CxXSO0Oop,"4,2",5.5,18
R_1n0L5RIShWFOBxV,"4,2",6,6b,R_QamTgELpOvN2vMl,"4,2",6,100a,R_9BsarFSnWE0Cnlf,"4,2",5.666666667,13
R_AbNn6YrgVPqixwt,"4,2",7,5,R_295iAQaqt1vF6tU,"4,2",6,7,R_2BnzG3e5cUZanvT,"4,2",5.833333333,5
R_2ts3jhaICuzWCW7,"4,2",7,2,R_3Do4GMuQQZDPNbt,"4,2",6,1,R_1dAdnFq9XB3VZMe,"4,2",6.333333333,5
R_SJKmA8CxXSO0Oop,"4,2",7,5,R_3Do4GMuQQZDPNbt,"4,2",6,2,R_QamTgELpOvN2vMl,"4,2",5.833333333,1
R_9BsarFSnWE0Cnlf,"4,2",6,5,R_3luDv6FnG5VSclR,"4,2",6,5,R_295iAQaqt1vF6tU,"4,2",5.166666667,100
R_2BnzG3e5cUZanvT,"4,2",6,5,R_2pRiRTzyvSKk5qr,"4,2",6,6,R_3Do4GMuQQZDPNbt,"4,2",5.0,100a
R_1dAdnFq9XB3VZMe,"4,2",7,5,R_3s7iPqhjgNyVxG0,"4,2",6,6,R_3luDv6FnG5VSclR,"4,2",6.0,100a
R_QamTgELpOvN2vMl,"4,2",7,1,R_3MhVTeXrOSRPQdU,"4,2",6,5,R_2pRiRTzyvSKk5qr,"4,2",3.333333333,13
R_295iAQaqt1vF6tU,"4,2",6,6c,R_26gOtdEUKjikwCJ,"4,2",6,6,R_3s7iPqhjgNyVxG0,"4,2",4.333333333,13
R_3Do4GMuQQZDPNbt,"4,2",6,1,R_1BS3jEFKhSxiGlK,"4,2",6,5,R_3MhVTeXrOSRPQdU,"4,2",4.5,13
R_3luDv6FnG5VSclR,"4,2",5,6c,R_3qqboZwMXloXwn2,"4,2",6,5,R_26gOtdEUKjikwCJ,"4,2",4.833333333,13
R_2pRiRTzyvSKk5qr,"4,2",6,6c,R_2BzHkvagY1sqBb7,"4,2",6,5,R_1BS3jEFKhSxiGlK,"4,2",4.166666667,16b
R_3s7iPqhjgNyVxG0,"4,2",5,6c,R_1OxKHgzw5qzrXiz,"4,2",6,1,R_3qqboZwMXloXwn2,"4,2",5.666666667,16b
R_3MhVTeXrOSRPQdU,"4,2",6,6,R_1OxKHgzw5qzrXiz,"4,2",6,3,R_2BzHkvagY1sqBb7,"4,2",4.0,5
R_26gOtdEUKjikwCJ,"4,2",7,6a,R_1OxKHgzw5qzrXiz,"4,2",6,6,R_1OxKHgzw5qzrXiz,"4,2",5.166666667,6
R_1BS3jEFKhSxiGlK,"4,2",6,6c,R_3JszPptEiaXMD21,"4,2",7,6,R_3JszPptEiaXMD21,"4,2",5.5,5
R_3qqboZwMXloXwn2,"4,2",7,6c,R_3G0PD5W3kPkzp46,"4,2",7,7,R_3G0PD5W3kPkzp46,"4,2",5.333333333,7
R_2BzHkvagY1sqBb7,"4,2",6,5,R_2Xhxl0Bd8Ql108w,"4,1",3,100a,R_2Xhxl0Bd8Ql108w,"4,1",3.833333333,100c
R_1OxKHgzw5qzrXiz,"4,2",6,6c,R_xsb3GAuRieCRTTH,"4,1",3,8,R_xsb3GAuRieCRTTH,"4,1",3.0,12
R_3JszPptEiaXMD21,"4,2",7,6c,R_24hYKDQgTgwlt6K,"4,1",4,7b,R_24hYKDQgTgwlt6K,"4,1",2.833333333,52a
R_3G0PD5W3kPkzp46,"4,2",5,1,R_24LQy08cUGz4vmi,"4,1",4,100a,R_24LQy08cUGz4vmi,"4,1",4.0,100a
R_3G0PD5W3kPkzp46,"4,2",5,6,R_1jqETA21JziOOeq,"4,1",4,7,R_1jqETA21JziOOeq,"4,1",3.5,100a
R_2Xhxl0Bd8Ql108w,"4,1",5,100,R_1jqETA21JziOOeq,"4,1",4,9a,R_1jqETA21JziOOeq,"4,1",3.5,9c
R_xsb3GAuRieCRTTH,"4,1",2,8b,R_1CJfbueamtijysI,"4,1",4,7,R_1CJfbueamtijysI,"4,1",3.666666667,100b
R_24hYKDQgTgwlt6K,"4,1",3,12b,R_vMN1LT0dDWpf8l3,"4,1",4,needs more info,R_vMN1LT0dDWpf8l3,"4,1",2.5,52
R_24LQy08cUGz4vmi,"4,1",5,6c,R_1MLkLvPJs63ewhg,"4,1",4,5,R_1MLkLvPJs63ewhg,"4,1",4.0,needs more info
R_1jqETA21JziOOeq,"4,1",7,6c,R_1dagD4duUGxMm8q,"4,1",5,6,R_1dagD4duUGxMm8q,"4,1",4.833333333,13
R_1CJfbueamtijysI,"4,1",6,3,R_3shs3FzAS6bd5LA,"4,1",5,7,R_3shs3FzAS6bd5LA,"4,1",4.833333333,13
R_vMN1LT0dDWpf8l3,"4,1",3,100,R_1Ictm36RyLgX7Fu,"4,1",5,100a,R_1Ictm36RyLgX7Fu,"4,1",5.0,13
R_1MLkLvPJs63ewhg,"4,1",4,6c,R_0AhN7bwj2MV9G5H,"4,1",5,5,R_0AhN7bwj2MV9G5H,"4,1",5.0,5
R_1dagD4duUGxMm8q,"4,1",4,13,R_0AhN7bwj2MV9G5H,"4,1",5,6,R_3Dj250TkjlmIlR5,"4,1",4.0,100a
R_3shs3FzAS6bd5LA,"4,1",4,14a,R_3Dj250TkjlmIlR5,"4,1",5,6,R_2WAvvI7IrZgyN5A,"4,1",5.0,100a
R_1Ictm36RyLgX7Fu,"4,1",7,13,R_2WAvvI7IrZgyN5A,"4,1",5,6,R_2YLh4AJFlJidx8k,"4,1",3.833333333,100a
R_0AhN7bwj2MV9G5H,"4,1",6,3,R_2YLh4AJFlJidx8k,"4,1",5,5,R_2YLh4AJFlJidx8k,"4,1",3.833333333,52
R_3Dj250TkjlmIlR5,"4,1",5,6c,R_2YLh4AJFlJidx8k,"4,1",5,7,R_2aJnUJCohX4a6t6,"4,1",3.166666667,12
R_2WAvvI7IrZgyN5A,"4,1",6,6,R_2aJnUJCohX4a6t6,"4,1",5,7,R_1rdiKuSK1WSWhZF,"4,1",4.0,13
R_2YLh4AJFlJidx8k,"4,1",6,1,R_2aJnUJCohX4a6t6,"4,1",5,12,R_3sLGG6XugiCvB6x,"4,1",4.333333333,13
R_2YLh4AJFlJidx8k,"4,1",6,6,R_1rdiKuSK1WSWhZF,"4,1",5,7,R_cO06wtWD6XbcfSh,"4,1",4.5,13
R_2aJnUJCohX4a6t6,"4,1",3,6c,R_3sLGG6XugiCvB6x,"4,1",5,4,R_3kNfnClOxMv0Ykd,"4,1",4.833333333,13
R_1rdiKuSK1WSWhZF,"4,1",4,6a,R_3sLGG6XugiCvB6x,"4,1",5,6,R_2UgxAyvsijB7CcY,"4,1",2.5,52
R_3sLGG6XugiCvB6x,"4,1",6,6a,R_3sLGG6XugiCvB6x,"4,1",5,7,R_3fUFDzZiepDOUkl,"4,1",3.0,52a
R_cO06wtWD6XbcfSh,"4,1",5,1,R_cO06wtWD6XbcfSh,"4,1",5,100c,R_3e2GImTSIDl5WOk,"4,1",4.0,18
R_cO06wtWD6XbcfSh,"4,1",5,6,R_3kNfnClOxMv0Ykd,"4,1",5,3,R_22ExFQfS97lfnHM,"4,1",4.666666667,18
R_3kNfnClOxMv0Ykd,"4,1",6,6c,R_3kNfnClOxMv0Ykd,"4,1",5,7,R_12KefJsdWauHg6W,"4,1",5.0,13
R_2UgxAyvsijB7CcY,"4,1",4,7,R_2UgxAyvsijB7CcY,"4,1",5,4,R_3iOv0NtVSYpWb7x,"4,1",5.666666667,16b
R_3fUFDzZiepDOUkl,"4,1",6,3,R_3fUFDzZiepDOUkl,"4,1",6,5,R_x9gagH03LC7mjYZ,"4,1",5.833333333,6
R_3fUFDzZiepDOUkl,"4,1",6,6,R_3fUFDzZiepDOUkl,"4,1",6,7,R_3huaOGNnLnBa97W,"4,1",5.833333333,13
R_3e2GImTSIDl5WOk,"4,1",4,13,R_3e2GImTSIDl5WOk,"4,1",6,6,R_3Ja6SIZadwodHdc,"4,1",6.0,13
R_22ExFQfS97lfnHM,"4,1",7,13,R_22ExFQfS97lfnHM,"4,1",6,3,R_33e8a4eA1GT4Jzb,"4,1",6.0,1
R_12KefJsdWauHg6W,"4,1",6,13,R_12KefJsdWauHg6W,"4,1",6,6,R_33e8a4eA1GT4Jzb,"4,1",6.0,3
R_3iOv0NtVSYpWb7x,"4,1",5,4,R_3iOv0NtVSYpWb7x,"4,1",6,6,R_33e8a4eA1GT4Jzb,"4,1",6.0,51
R_x9gagH03LC7mjYZ,"4,1",6,13,R_x9gagH03LC7mjYZ,"4,1",6,6,R_2xQPhIXU1Qlja7m,"4,1",5.0,100a
R_3huaOGNnLnBa97W,"4,1",6,13,R_3huaOGNnLnBa97W,"4,1",6,5,R_3MuhuPA4xNngXRi,"4,1",5.166666667,100a
R_3huaOGNnLnBa97W,"4,1",6,6,R_3Ja6SIZadwodHdc,"4,1",6,1,R_9YLa9Pn4GYw6mBP,"4,1",5.5,100a
R_3Ja6SIZadwodHdc,"4,1",7,3,R_33e8a4eA1GT4Jzb,"4,1",6,6,R_1gdvVMe93ctGKNL,"4,1",4.0,100c
R_33e8a4eA1GT4Jzb,"4,1",6,6c,R_2xQPhIXU1Qlja7m,"4,1",6,7,R_1pLNBEjfxiKCT4h,"4,1",2.666666667,12
R_2xQPhIXU1Qlja7m,"4,1",6,1,R_2xQPhIXU1Qlja7m,"4,1",6,10,R_30r7aayHfP3hvch,"4,1",4.5,13
R_2xQPhIXU1Qlja7m,"4,1",6,11,R_3MuhuPA4xNngXRi,"4,1",6,7,R_30knDfwXdgNzKh3,"4,1",5.166666667,13
R_3MuhuPA4xNngXRi,"4,1",7,5,R_9YLa9Pn4GYw6mBP,"4,1",6,6,R_2q7wid6EM61NYu1,"4,1",5.166666667,13
R_9YLa9Pn4GYw6mBP,"4,1",7,100,R_1gdvVMe93ctGKNL,"4,1",6,7,R_qR9y9nqD3sTzeVP,"4,1",5.166666667,13
R_1gdvVMe93ctGKNL,"4,1",7,100a,R_1gdvVMe93ctGKNL,"4,1",6,9b,R_O9CPhTqDCnheCB3,"4,1",5.5,13
R_1pLNBEjfxiKCT4h,"4,1",6,1,R_1pLNBEjfxiKCT4h,"4,1",6,6,R_2e2PDzNgQneZDzO,"4,1",5.333333333,13
R_1pLNBEjfxiKCT4h,"4,1",6,13,R_1pLNBEjfxiKCT4h,"4,1",6,7,R_2e2PDzNgQneZDzO,"4,1",5.333333333,51
R_30r7aayHfP3hvch,"4,1",6,6a,R_30r7aayHfP3hvch,"4,1",6,7,R_AKzYE6d1rp28sAF,"4,1",5.666666667,3
R_30knDfwXdgNzKh3,"4,1",6,13,R_30knDfwXdgNzKh3,"4,1",6,6,R_2aetNQZvx7kv7Qo,"4,1",5.0,51
R_2q7wid6EM61NYu1,"4,1",6,6c,R_2q7wid6EM61NYu1,"4,1",6,6,R_1GQtRvqhb6UOEl8,"4,1",6.166666667,51
R_qR9y9nqD3sTzeVP,"4,1",6,6c,R_qR9y9nqD3sTzeVP,"4,1",6,7,R_1Q0d4m5zjK1Mlis,"4,1",3.5,6
R_O9CPhTqDCnheCB3,"4,1",7,6c,R_O9CPhTqDCnheCB3,"4,1",6,7,R_25tq5nEkygn0bNA,"4,1",5.333333333,7
R_2e2PDzNgQneZDzO,"4,1",6,6c,R_2e2PDzNgQneZDzO,"4,1",6,7,R_AM0SsDFezLDDxQt,"4,1",4.5,needs more info
R_AKzYE6d1rp28sAF,"4,1",7,6a,R_AKzYE6d1rp28sAF,"4,1",6,6,R_1dMOI2rQUbnm3Q1,"4,1",5.0,13
R_2aetNQZvx7kv7Qo,"4,1",6,1,R_2aetNQZvx7kv7Qo,"4,1",6,4,R_27Unk1ieBQoT7iC,"4,1",5.5,100a
R_1GQtRvqhb6UOEl8,"4,1",7,1,R_1GQtRvqhb6UOEl8,"4,1",6,1,R_5d9QnQhsKjk9b0d,"4,1",5.666666667,6
R_1Q0d4m5zjK1Mlis,"4,1",6,6c,R_1Q0d4m5zjK1Mlis,"4,1",6,6,R_T1IruYRbz8DCHSh,"4,1",5.833333333,6
R_25tq5nEkygn0bNA,"4,1",7,6c,R_25tq5nEkygn0bNA,"4,1",6,6,R_3QM3diE9IcPGEiF,"3,4",4.0,needs more info
R_AM0SsDFezLDDxQt,"4,1",5,6c,R_AM0SsDFezLDDxQt,"4,1",6,6,R_12l2gNnk9pFZUEx,"3,4",1.0,9b
R_1dMOI2rQUbnm3Q1,"4,1",7,5,R_1dMOI2rQUbnm3Q1,"4,1",7,5,R_2qqivC3w6Fvjenw,"3,4",2.166666667,9c
R_27Unk1ieBQoT7iC,"4,1",7,6c,R_1dMOI2rQUbnm3Q1,"4,1",7,6,R_2w5mePgcaPROIBZ,"3,4",2.333333333,52a
R_5d9QnQhsKjk9b0d,"4,1",7,6a,R_27Unk1ieBQoT7iC,"4,1",7,6,R_T5YUKpOU88UMz3b,"3,4",4.333333333,52a
R_T1IruYRbz8DCHSh,"4,1",7,6a,R_5d9QnQhsKjk9b0d,"4,1",7,6,R_1kO1dnvF32WQSrn,"3,4",1.6666666669999999,11
R_3QM3diE9IcPGEiF,"3,4",2,12c,R_T1IruYRbz8DCHSh,"4,1",7,5,R_1fa3vVfr8EAlGpm,"3,4",2.833333333,11
R_12l2gNnk9pFZUEx,"3,4",1,9a,R_3QM3diE9IcPGEiF,"3,4",1,9c,R_1P11a8IoBoXvNwC,"3,4",2.833333333,12
R_2qqivC3w6Fvjenw,"3,4",3,15,R_12l2gNnk9pFZUEx,"3,4",1,9a,R_2dzlhEaTnuuXSfj,"3,4",3.0,12
R_2w5mePgcaPROIBZ,"3,4",3,12b,R_2qqivC3w6Fvjenw,"3,4",2,needs more info,R_3suBy0VVkGrXbh6,"3,4",3.0,12
R_T5YUKpOU88UMz3b,"3,4",3,100a,R_2w5mePgcaPROIBZ,"3,4",2,9c,R_1F2EoXRCMlgFM7w,"3,4",2.333333333,8
R_1kO1dnvF32WQSrn,"3,4",3,11,R_T5YUKpOU88UMz3b,"3,4",2,100a,R_2wKXlL8GvpHfns1,"3,4",2.333333333,8
R_1kO1dnvF32WQSrn,"3,4",3,10,R_1kO1dnvF32WQSrn,"3,4",2,9a,R_3JIrHF6jcmAPCxf,"3,4",2.333333333,8
R_1fa3vVfr8EAlGpm,"3,4",3,11,R_1fa3vVfr8EAlGpm,"3,4",2,11,R_3JIrHF6jcmAPCxf,"3,4",2.333333333,12
R_1fa3vVfr8EAlGpm,"3,4",3,10,R_1P11a8IoBoXvNwC,"3,4",2,9a,R_1DvVfI2U0ggEq3a,"3,4",2.166666667,9a
R_1P11a8IoBoXvNwC,"3,4",4,needs more info,R_2dzlhEaTnuuXSfj,"3,4",2,52a,R_2xDzXLw3Kjm2Nf2,"3,4",2.5,9b
R_2dzlhEaTnuuXSfj,"3,4",3,1,R_3suBy0VVkGrXbh6,"3,4",2,9a,R_1H2zhTF0T6JB6bn,"3,4",2.833333333,9b
R_3suBy0VVkGrXbh6,"3,4",3,9a,R_1F2EoXRCMlgFM7w,"3,4",2,9a,R_2pWi5PnVur0CIlp,"3,4",3.333333333,9b
R_1F2EoXRCMlgFM7w,"3,4",5,6,R_2wKXlL8GvpHfns1,"3,4",2,9b,R_2pWi5PnVur0CIlp,"3,4",3.333333333,12
R_1F2EoXRCMlgFM7w,"3,4",5,9,R_3JIrHF6jcmAPCxf,"3,4",2,9,R_AdPzWvVjKJjx8Yx,"3,4",3.833333333,9c
R_2wKXlL8GvpHfns1,"3,4",3,9a,R_3JIrHF6jcmAPCxf,"3,4",2,11,R_2q3H9bOMWOAE4FO,"3,4",1.0,9c
R_3JIrHF6jcmAPCxf,"3,4",2,9,R_3JIrHF6jcmAPCxf,"3,4",2,12,R_2q3H9bOMWOAE4FO,"3,4",1.0,11
R_3JIrHF6jcmAPCxf,"3,4",2,11,R_1DvVfI2U0ggEq3a,"3,4",2,9a,R_1rvLVlyRQ4ygrRz,"3,4",3.166666667,SASSY GUY
R_3JIrHF6jcmAPCxf,"3,4",2,12,R_2xDzXLw3Kjm2Nf2,"3,4",2,100c,R_3QFZ3ooU63lQVqK,"3,4",2.333333333,100a
R_1DvVfI2U0ggEq3a,"3,4",2,9a,R_1H2zhTF0T6JB6bn,"3,4",2,9c,R_3lGQaM8afVvQt50,"3,4",2.666666667,100c
R_2xDzXLw3Kjm2Nf2,"3,4",5,100,R_2pWi5PnVur0CIlp,"3,4",2,11,R_2E4YWCpGtlikBEB,"3,4",4.5,18
R_1H2zhTF0T6JB6bn,"3,4",3,8b,R_AdPzWvVjKJjx8Yx,"3,4",2,52a,R_pGcKqAhTRPDa57b,"3,4",4.166666667,100a
R_2pWi5PnVur0CIlp,"3,4",3,12,R_2q3H9bOMWOAE4FO,"3,4",2,9a,R_pGcKqAhTRPDa57b,"3,4",4.166666667,52
R_AdPzWvVjKJjx8Yx,"3,4",3,12,R_1rvLVlyRQ4ygrRz,"3,4",2,9a,R_2QyNF3fwrXB9QFO,"3,4",3.333333333,52
R_2q3H9bOMWOAE4FO,"3,4",2,9a,R_1rvLVlyRQ4ygrRz,"3,4",2,11,R_1QF6HB4ka35lJNv,"3,4",3.666666667,52
R_1rvLVlyRQ4ygrRz,"3,4",4,6a,R_3QFZ3ooU63lQVqK,"3,4",3,9a,R_1NfrVK506YwE9Dz,"3,4",3.166666667,9b
R_3QFZ3ooU63lQVqK,"3,4",2,12b,R_3lGQaM8afVvQt50,"3,4",3,9b,R_3ISjbm8DcCwMMOq,"3,4",1.6666666669999999,9c
R_3lGQaM8afVvQt50,"3,4",5,13,R_2E4YWCpGtlikBEB,"3,4",3,7,R_3Jbjrg1lQYFwSzY,"3,4",2.5,9c
R_2E4YWCpGtlikBEB,"3,4",3,14 (spied on),R_2E4YWCpGtlikBEB,"3,4",3,9c,R_1IckzQU1RMpxmmO,"3,4",2.0,100c
R_pGcKqAhTRPDa57b,"3,4",5,6a,R_pGcKqAhTRPDa57b,"3,4",3,9a,R_Qb4d2fZcBx2AHHr,"3,4",4.0,18
R_2QyNF3fwrXB9QFO,"3,4",4,9a,R_2QyNF3fwrXB9QFO,"3,4",3,9a,R_2PhV4rixrpYr0SY,"3,4",4.0,100a
R_1QF6HB4ka35lJNv,"3,4",5,7,R_1QF6HB4ka35lJNv,"3,4",3,9c,R_33qCSWiKmg9EuVN,"3,4",4.333333333,16a
R_1QF6HB4ka35lJNv,"3,4",5,12,R_1QF6HB4ka35lJNv,"3,4",3,10,R_2a96hKzhU6KnVlP,"3,4",5.166666667,7
R_1NfrVK506YwE9Dz,"3,4",3,9a,R_1NfrVK506YwE9Dz,"3,4",3,9a,R_1M3A93S2345o48J,"3,4",2.833333333,9a
R_3ISjbm8DcCwMMOq,"3,4",3,9a,R_3ISjbm8DcCwMMOq,"3,4",3,9a,R_1QrXDX7zo9ETQ6d,"3,4",3.5,9b
R_3Jbjrg1lQYFwSzY,"3,4",2,9b,R_3Jbjrg1lQYFwSzY,"3,4",3,6,R_3Dikz0YOyQHKCY0,"3,4",3.0,9c
R_1IckzQU1RMpxmmO,"3,4",6,2,R_1IckzQU1RMpxmmO,"3,4",4,4,R_2uErC0uU4FneFb0,"3,4",4.0,needs more info
R_Qb4d2fZcBx2AHHr,"3,4",3,12b,R_Qb4d2fZcBx2AHHr,"3,4",4,6,R_3CCPzQRAj1ghv7y,"3,4",2.333333333,100a
R_2PhV4rixrpYr0SY,"3,4",4,needs more info,R_2PhV4rixrpYr0SY,"3,4",4,needs more info,R_1r0qRV8eAHgX5qM,"3,4",4.0,9b
R_33qCSWiKmg9EuVN,"3,4",6,6c,R_33qCSWiKmg9EuVN,"3,4",4,16a,R_1DYJ2lenuIDVSDn,"3,4",4.666666667,18
R_2a96hKzhU6KnVlP,"3,4",6,6c,R_2a96hKzhU6KnVlP,"3,4",4,1,R_273S0Lcv2i4JUUT,"3,4",5.333333333,16b
R_1M3A93S2345o48J,"3,4",5,6a,R_1M3A93S2345o48J,"3,4",4,1,R_1kYu5LoiOH511wr,"3,4",3.833333333,100a
R_1QrXDX7zo9ETQ6d,"3,4",5,7,R_1M3A93S2345o48J,"3,4",4,9a,R_1MRqo9MyjaMeaLg,"3,4",3.666666667,13
R_3Dikz0YOyQHKCY0,"3,4",5,100,R_1QrXDX7zo9ETQ6d,"3,4",4,9c,R_3HqnUrZApEZW4pr,"3,4",3.166666667,16a
R_2uErC0uU4FneFb0,"3,4",3,11,R_3Dikz0YOyQHKCY0,"3,4",4,6,R_2Srf7mH1hltMHkp,"3,4",3.5,16a
R_2uErC0uU4FneFb0,"3,4",3,10,R_2uErC0uU4FneFb0,"3,4",4,9c,R_2QthzG7K4mHvg0E,"3,4",4.833333333,51
R_3CCPzQRAj1ghv7y,"3,4",3,15,R_3CCPzQRAj1ghv7y,"3,4",5,4,R_2QthzG7K4mHvg0E,"3,4",4.833333333,13
R_1r0qRV8eAHgX5qM,"3,4",5,13,R_1r0qRV8eAHgX5qM,"3,4",5,1,R_Rhrmmdo9u59cmGZ,"3,4",4.5,51
R_1DYJ2lenuIDVSDn,"3,4",5,2,R_1r0qRV8eAHgX5qM,"3,4",5,9b,R_Rhrmmdo9u59cmGZ,"3,4",4.5,9a
R_1DYJ2lenuIDVSDn,"3,4",5,6,R_1DYJ2lenuIDVSDn,"3,4",5,needs more info,R_1pEUwYZVc3ibvZl,"3,4",4.833333333,6
R_1DYJ2lenuIDVSDn,"3,4",5,9,R_1DYJ2lenuIDVSDn,"3,4",5,10,R_DNtlzYbzYHdwJrz,"3,4",5.5,6
R_273S0Lcv2i4JUUT,"3,4",6,13,R_273S0Lcv2i4JUUT,"3,4",5,100a,R_1HicrGv7oS8HgBW,"3,4",3.5,9c
R_1kYu5LoiOH511wr,"3,4",5,6c,R_1kYu5LoiOH511wr,"3,4",5,7,R_3R2apakn7tzhKqJ,"3,4",4.0,needs more info
