fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_2QsTZxb0arzAQpE,"5,4",7,4,As the manager they should be able to evaluate all their worker's performances,R_27J47KW252mwgPQ,"5,4",5,4,employers do this all the time,R_3iOv0NtVSYpWb7x,"4,1",5.666666667,16,I think it would depend entirely on the person but I believe any average or above person could have positive feelings with a task or job like this
R_xEq9mF0odazo4fL,"5,4",7,4,Feedback from an outside party can always be beneficial,R_2vdCbnYDuXHYpzy,"5,3",5,4,The manager has been trained well for the task.,R_2bK5XDpey41FUBR,"5,4",5.666666667,18,I dont think Chris wouod have a problem with being analyzed.
R_2q9FVNJ1Q38P9Cg,"5,3",7,4,Why wouldn't you select top applicants?,R_2P5Kmxi1JBlB0ry,"4,4",5,7,I have faith in technology.,R_1DpBELsjRfR0uDR,"5,3",5.666666667,3,I think Chris would be happy that only the top applicants are selected as it will prevent him from wasting his time if he is not amongst the top applicants.
R_306QLGn21YHS1Fp,"5,1",5,4,The manager is in charge,R_2v8keXDUoQnqqUm,"5,4",5,10,Most managers will be good ones but you do get the occasional one that will hold a grudge,R_vuhgVIDss9TKFbz,"5,2",5.833333333,100c,I feel like most people like working in the mornings the most.
R_1pDs5fQzpZnsR2l,"5,1",6,4,The manager is in charge of delegating employee work duties so it seems fair to me.,R_2cBlRBFnU8gzFVP,"5,1",5,4,You should trust the manager,R_WljQsUoqteFNJkZ,"3,3",6.5,16,If he was chosen for an interview he should be proud that he is considered a top applicant
R_b9rMajpRA7y462t,"5,3",5,4,If you're not a top applicant you don't get an on-site interview.,R_UEKy6glVYvVEHUB,"5,3",5,4,The manager is experiences and knows what qualifications to look for in top applicants,R_1DUp5yiNsSvw8Ch,"5,4",3.833333333,100a,It is probably just another aspect of the job that Chris has to go through. I wouldn't expect him to have any strong feelings about it one way or another.
R_338ZftMhhfxq0pO,"5,3",7,4,It makes total sense that the manager would pick the candidates based on the top responses and seems to pretty much be the standard way it is done..,R_3ez4XcKnqneS7UG,"5,1",5,4,I would hope that the manager earned the position because of their knowledge and work history.,R_sO6jtxi0zjfnKZX,"1,3",4,100a,he has no reason to have any opinion about this especially since he doesn't know the outcome yet
R_2z5ZCGdlbQsb8r1,"2,3",6,4,It's just the process that they chose to use.,R_2b2aeZtqDLKAuil,"5,1",5,needs more info,Becasue we don't have much info about the manager its hard to judge him but he did pass the work to Chris to be done,R_xbfEgfCr1V2x3r3,"4,3",4.333333333,100a,Chris would probably be fairly neutral about it
R_RzgJ0a2ysUpKJah,"5,3",7,4,"How is this not fair? And, was Chris selected?  It doesn't say here. Chris is one of many people, the manager is the person getting to select who he wants to interview.  He doesn't know who Chris is.",R_OveM2d7KmPDHewx,"5,3",5,4,Hes there to do a specific job for the company. he only wants the best people,R_6xTOOJ9p4TS3jcR,"5,4",4.333333333,100a,"I don't think he'd be thrilled, but he'd probably be understanding."
R_PHV3Bl9WhZ0xEgV,"5,2",5,4,Hopefully the manager is doing whats best for all that is concerned.,R_1n1tuzwofQL2OPK,"5,3",5,4,As I do not have a lot of information on the manager I assume that he/she is qualified for their position and knows what a top candidate is capable of.,R_1lshoqm6C1Wq9qH,"5,3",4.833333333,100b,Not going through HR would make me happy.
R_VJOgX5C80Gmmv9T,"5,3",7,4,How else would you do it? I think it is fair for the manager to analyze the online information.,R_3h6FKBZ65aRWMQ4,"5,2",5,4,The position requires at least a higher level of competence than normal so the manager probably knows what to do,R_vIDuqUBEl9Owuvn,"5,2",4.666666667,13,Chris wouldnt be upset about working. He knows he has a job and has to do it. So he is not upset about having to work the mornings. Its his role.
R_3NJRQRCXO1aWMBY,"5,1",7,4,IT IS FAIR BECAUSE THE MANAGER IS A SUPERIOR OF CHRIS AND HE IS INTERESTED IN PREVENTING BREAKDOWNS AND FAILURES.,R_3CHjBtF5av71QxX,"5,2",5,100a,I think his decisions are fair.,R_2woQyw9IPsleiz2,"5,1",5,13,He is probably happy it is his job.
R_278VashuQ7VC4dK,"5,2",7,4,It is very fair because the manager knows best what's good for the business.,R_1BWSarrM37vnkgE,"5,4",5,needs more info,I have no background information on the manager's quality of work or personality.,R_2OUUjsnhJiqO5md,"5,4",5.333333333,13,He should be expecting it.
R_3lVL9HLOwrPyJrM,"5,1",6,4,The manager will assign tasks as they see fit for employees who are capable.,R_tPxkrsBznFSUgud,"5,2",5,needs more info,I don't know much about the manager to make an objective judgement of his character,R_OxxB325ZngJv7cR,"5,2",5.666666667,13,Chris should be glad to get the hours
R_2YRj9suoKR2mzZW,"5,2",1,4,it is the managers job to do such things,R_5umU0QfurvVTKk9,"5,3",5,4,"I do not know if he is a good manager or not, but I assume so since he is entrusted with the job.",R_3HFxYXCLwuApdNL,"5,2",5.666666667,13,Chris knows the opening hours of coffee shop. I think he would be happy working any of the shifts.
R_3gO8cchqDvSrlnX,"5,3",7,4,The manager wants nothing but the best and most qualified,R_24M1WP7gM2MF21S,"5,2",5,100a,Statement above says manager analyzes availability of employees.,R_2RVQbzNxPblUhRV,"5,4",4.166666667,13a,He would expect this to happen.
R_Apoz9bgSXO66lhL,"5,3",4,4,The manager is in a high position for his company and wants to make sure he only hires the best for the job.  I see it as neither fair or unfair for Chris since he is probably one of many applicants.,R_1n1wspx65dhzrCU,"5,3",5,100a,he isn't incompetent,R_3HpMuIBSUqByz0T,"5,3",3.666666667,4,"This should be a common practice. Chris should not be surprised. However, Chris may nonetheless feel frustrated or disappointed that the job was not made available directly."
R_2EuzL62j4KaCcF1,"5,2",7,4,The manager is the boss and it is his decision who works when.,R_7W2aqYmykT5YkuJ,"5,4",5,4,it is the manager's job to do so,R_2WHhcmuWJpJgej5,"5,1",6.833333333,4,He feels the manager thinks he is qualifeid and responsible to do the work.
R_1f2YogQNAXtAxIW,"5,4",6,4,A manager should evaluate Chris's performance,R_2dzjMR94PTKWrfM,"5,1",5,13,It's their job.,R_2YDh4TVpqgoxTRS,"5,2",5.166666667,5,I think Chris would be grateful to have a schedule that works with when he is available.
R_qRvYQZwQ01rQlW1,"2,1",7,4,Chris must obey his manager. His manager determined what Chris should do based off the algorithm so Chris is obligated to do what he is told.,R_3DutcjD1rURiEG7,"5,4",5,51,If the manager selection was good he should do a good job.,R_3egV2YRUnjgNXiN,"5,4",4,51,If Chris handles his job responsibly then he should have nothing to worry about.
R_3HS435VSk7OCV4O,"5,3",6,4,The manager would have the most knowledge about who would be the best fit for the job and as such would be in a good position to fairly choose people who should be interviewed.,R_2ZCC4F19YYGtggk,"5,3",5,51,because he is selecting the top candidates .He can be trusted,R_6QKwk2UTnOubC0N,"5,3",4.333333333,51,Chris shouls feel proud that the compant he is looking into cares about quality employees
R_2EgA2brUqPCyFGE,"3,1",6,4,I think it is pretty fair because it is similar to his manager assigning him duties since his,R_2QsTZxb0arzAQpE,"5,4",5,4,Given that they're a manager I'm assuming they are trustworthy,R_2WGV5pVar4kDdKi,"5,3",5.5,51,He would have postive emotions due to him wanting the job
R_rcdIpNdA0YkXmRX,"5,2",5,4," THE   MANAGER  HAS   TO   MAKE   THE   DESCISIONS,  OR   THERE   WOULD   BE   NO  COFFE   SHOP   TO  MANAGE",R_xEq9mF0odazo4fL,"5,4",5,4,"It depends how the manager is. If he is fair and gives productive, helpful criticism.",R_12SwX5NUTyUGBNk,"5,4",5.666666667,51,"I'm sure that if Chris is doing a good job, he/she wouldn't mind being evaluated."
R_1JJInHcOR6G3p2l,"3,2",7,4,"I find it be fair, because in my opinion its still mostly the boss that is determining who works when seeing as how he manages the algorithm.",R_2q9FVNJ1Q38P9Cg,"5,3",5,4,"I mean, I assume he knows what he's doing.",R_1o1QHyTJfrtrSI0,"5,3",5.666666667,51,Chris should be an ideal candidate if he is applying for this position.  He should feel that he is a top ideal candidate for a position within this company.
R_R8Zqsc96pe6LQFH,"5,1",6,4,"As a manager it's their job to monitor what their employees are doing, not do the work.",R_306QLGn21YHS1Fp,"5,1",5,4,The manager is in his position for a reason,R_20kISZJFAX4G40N,"5,4",5.666666667,51,he did a good job
R_1Ihe1m6PGTo5E8C,"5,1",6,4,it is part of the manager's job to assign workers to monitor and maintain factory equipment,R_1pDs5fQzpZnsR2l,"5,1",5,10,"Only moderate trust because of the factor of human error, emotions, feelings, etc.",R_D2gY1Judb5Z38Ax,"5,2",5.833333333,51,He applied for the job so he must be happy to work there.
R_2dz3Zzc0lf5qBnM,"5,3",7,4,A manager will always want to pick the best person.,R_b9rMajpRA7y462t,"5,3",5,51,If he's only selecting the top three applicant I assume he would have to do a good job.,R_2QfZeukVkcTY8Xj,"5,3",6.833333333,51,"Since he was included, I'd imagine he would be very happy."
R_2uWeG1Vwjz3svf5,"5,2",6,4,"It is the manager's responsibility to schedule the shifts for all employees, including Chris.  The manager was given that position because he or she was deemed as being able to make those type of decisions that would be in the best interest of the coffee shop and its customers.",R_338ZftMhhfxq0pO,"5,3",5,4,"Most managers are pretty fair in selecting candidates, and therefore can be trusted pretty well.",R_2TAWrGycNpuIjKm,"5,3",7,51,Well he can't be upset. He got a fair deal
R_1pyzOqaD8xoqMZR,"3,3",4,4,It is neither. It is up to the manager to decide how they want to hire people.,R_2z5ZCGdlbQsb8r1,"2,3",5,4,I think he will do his best make a good hire since it would impact his team's results as long as the hire is with them.,R_1Ec92oxQRMOw3oj,"5,3",5,51,Chris would feel positive if he was selected for an interview.
R_2tkS4Jk31RkE2KA,"5,2",6,4,the manager is accommodating to the employee's and is only doing his job,R_RzgJ0a2ysUpKJah,"5,3",5,needs more info,"Depends on if he is the person working with the people he is interviewing, as well as how much experience he has in interviewing candidates.",R_Qhn9e5fCfB56Ulr,"5,3",3.666666667,needs more info,"Depending on if Chris is a top canidate or not, he will have different feelings about the process."
R_3JF1ovLO9X53o8x,"5,2",7,4,The manager is in charge of scheduling so it is entirely fair that the manager sets the schedule for all employees.,R_PHV3Bl9WhZ0xEgV,"5,2",5,4,"Because I assume he , she,wants what is best for the business and the employees",R_3dPPsLSSaqDNlvf,"5,4",4,needs more info,I don't know what his feelings would be. That depends on how good his customer service skills are.
R_3iOv0NtVSYpWb7x,"4,1",5,4,I believe its fair in that it is direction to a subordinate that seems relevant and logical,R_VJOgX5C80Gmmv9T,"5,3",5,100c,It is hard to make a decision with that many applicants.,R_2y93qZOCMeBfUJD,"5,2",4,needs more info,"I do not have enough information to speculate on Chris's feelings. The description given doesn't give any indication that Chris has any opinion or preference for scheduling. If I were in his position, I wouldn't feel anything about my manager's shift schedule unless I was scheduled on days my manager knew I was unavailable."
R_2bK5XDpey41FUBR,"5,4",7,4,The manager has a right to view recordings to determine how Chris is performing and if there needs to be any adjustments.,R_3NJRQRCXO1aWMBY,"5,1",6,4,I WOULD TRUST THE MANAGER BECAUSE HE OBVIOUSLY HAS A GREAT DEAL OF EXPERIENCE.,R_31vo3BivmoPcYEG,"3,1",4.666666667,13,"I doubt he's sitting there, upset about the situation. He's probably just working."
R_1DpBELsjRfR0uDR,"5,3",7,4,"The manager considers all factors included on the resumes and personal statements, so it puts Chris in a fair position with fellow potential employees.",R_278VashuQ7VC4dK,"5,2",6,51,The manager analyzed the information carefully and probably put a lot of effort to make the best business decision.,R_1LIGD2dgTwigREW,"5,1",5.333333333,13,"It's Chris's job to do the assigned task, he shouldn't be mad about it."
R_vuhgVIDss9TKFbz,"5,2",7,4,The manager has the power to schedule Chris when he needs him. The manager checked the availability of employees.,R_3lVL9HLOwrPyJrM,"5,1",6,100c,The manager could of choose anyone.,R_3R2C73yz3oUMrsl,"5,2",5.666666667,1,Chris should be happy because the schedule was not biased in anyway .
R_WljQsUoqteFNJkZ,"3,3",7,4,a company has every right to hire the most qualified for any job,R_2YRj9suoKR2mzZW,"5,2",6,5,he took time to look into the employess avaiabilties and made choics off of that,R_1jIi9slb6BfMxwX,"5,1",6,13,"It's Chris' job to perform maintenance since he's trained to do so, so I imagine that he'd be happy and content to do so and would not be angry or frustrated. It's what is expected of him to do as his job."
R_1DUp5yiNsSvw8Ch,"5,4",7,4,Evaluating Chris' performance is the only way to know that they are doing a good job.,R_3gO8cchqDvSrlnX,"5,3",6,4,I trust that the manager will make the most honest decision as possible,R_1CK52v8DuRSrybs,"5,4",7,16,Chris should be happy to be evaluated especially if he is doing his job good.
R_sO6jtxi0zjfnKZX,"1,3",6,4,humans made it to be better than humans or else they woudn't use it.,R_Apoz9bgSXO66lhL,"5,3",6,4,"The manager would like to keep his position, so he will make sure to hire only the best to perform the job.",R_aYoWPb2r14qcKJP,"5,4",4,100a,He's probably pretty neutral to his being evaluated.
R_xbfEgfCr1V2x3r3,"4,3",6,4,Computers only have bias that has been programmed into them,R_2EuzL62j4KaCcF1,"5,2",6,4,"Someone trusted him enough to put the manager in charge or it is the manager's own business, so he has to make tough decisions sometimes.",R_3Gk5t9GdDqLekQp,"5,3",4.166666667,100a,Chris has neutral feeling without bias to make right choice.
R_6xTOOJ9p4TS3jcR,"5,4",7,4,It's the managers responsibility to make sure Chris is doing a good job.,R_1f2YogQNAXtAxIW,"5,4",6,4,A good manager makes good employees,R_3Gk5t9GdDqLekQp,"5,3",4.166666667,1,Chris has neutral feeling without bias to make right choice.
R_1lshoqm6C1Wq9qH,"5,3",7,4,This is the person you would actually be working with.,R_qRvYQZwQ01rQlW1,"2,1",6,5,Assuming that the algorithm is based on the correct data I would put a lot of trust in it.,R_3PYx7KrCciTMotN,"5,4",4,13,I think Chris should expect frequent evaluations. They should be routine.
R_vIDuqUBEl9Owuvn,"5,2",6,4,The manager looked to see when he needed someone to work and who was avaiable. He picked Chris because he felt chris could work this shift and it would a be a good fit. It is fair as the manager is the one who makes the staffing decisions based on the data that he is. It's nomal business practices.,R_qRvYQZwQ01rQlW1,"2,1",6,7,Assuming that the algorithm is based on the correct data I would put a lot of trust in it.,R_1isVe0W4M9dXO3e,"5,3",4.5,13a,"he should feel his normal self not sad at all, he should already be ready for companys picking the best of the best for the position"
R_2woQyw9IPsleiz2,"5,1",6,4,It is fair because he is the boss.,R_3HS435VSk7OCV4O,"5,3",6,4,The manager has no doubt done this before and knows what he's doing.,R_1isVe0W4M9dXO3e,"5,3",4.5,51,"he should feel his normal self not sad at all, he should already be ready for companys picking the best of the best for the position"
R_2OUUjsnhJiqO5md,"5,4",6,4,"The success of the department and the company depends on good customer service, which needs to be monitored.",R_2EgA2brUqPCyFGE,"3,1",6,6,I think the algorithm would do what it is meant to do and the fact that it is overlooked by the manger is even better.,R_3Rqt7XltEnDeUNr,"5,3",5.5,51,If Chris is capable he should have nothing to fear
R_OxxB325ZngJv7cR,"5,2",7,4,the manager would know best.  The employee has no say so,R_rcdIpNdA0YkXmRX,"5,2",6,100c,IT   SOUNDS     LIKE   HE    HAS   ALOT   OF   CONFIDENCE   IN   HIS   EMPLOYEE  CHRIS   TO  TAKE   ON  THE    BUSY   TIME   OF   DAY,R_33dS4hyw5IQdnps,"5,1",5.833333333,51,I think that Chris would feel like a reliable employee whom the manager could trust with the task.
R_3HFxYXCLwuApdNL,"5,2",7,4,The managers responsibility is to make sure that there are enough employees for every shift. He is just doing his duty when scheduling Chris to work mornings.,R_1JJInHcOR6G3p2l,"3,2",6,6,"I believe I'd trust it a lot,  with the boss overlooking the algorithm and with the algorithms keen scheduling ""skills""  I believe it's legitimate.",R_1kIDbUFz5oIZu9G,"5,3",5.666666667,51,"if Chris got an interview out of thousands of prospective applicants, he would feel very accomplishec."
R_2RVQbzNxPblUhRV,"5,4",6,4,he is being fairly monotered on the quality of his work,R_R8Zqsc96pe6LQFH,"5,1",6,100a,There's no reason not to trust him.,R_2afCyXBfwLYG6oK,"5,1",4,needs more info,"I'm not going to assume how Chris would feel as I know nothing about Chris except his name and that he works ""at a company.""  Maybe it would make him mad.  Maybe, his manager is sexually atractive and he gets a boner when the manager tells him to do something.  Couldn't tell ya either way there doc."
R_3HpMuIBSUqByz0T,"5,3",4,4,"The manager, or some representative of the company, should be able to decide on which of the qualified candidates may be a good fit for the company for the on-site interview, beyond the technical capacity to do the job.",R_1Ihe1m6PGTo5E8C,"5,1",6,100c,the maintenance of equipment seems to be a major focus of his job,R_3CIXJJVhOuKlo4k,"3,3",3.166666667,8,"I imagine he would prefer to be evaluated by a human, but the ultimate feelings on the process would be shaped by the outcome. If Chris is selected, he'd probably be very happy in the end."
R_2WHhcmuWJpJgej5,"5,1",7,4,The manager believes Chris is qualified to do the maintenance work.,R_2dz3Zzc0lf5qBnM,"5,3",6,4,The manager is experienced enough to know what it takes.,R_2ze9ska8a5l7BCI,"5,1",3.166666667,100c,No one likes to do maintenance.  Chris won't be happy about it.
R_2YDh4TVpqgoxTRS,"5,2",6,4,The manager is taking into account when Chris will be available and attempting to schedule him during those times.,R_2uWeG1Vwjz3svf5,"5,2",6,4,"The owners of the coffee shop felt that the manager had the ability to make those decisions and thus, they have put trust in the manager to make the best overall decisions for the coffee shop, its customers and their employees.",R_6GAGrS9HFBoc0JH,"5,2",4,16,i have no idea how he would feel. if he doesn't want to work in the mornings then he would probably be disappointed. If he loves the morning shift then he is probably very happy.
R_3egV2YRUnjgNXiN,"5,4",6,4,That's the mangers job so in my opinion it is fair.,R_1pyzOqaD8xoqMZR,"3,3",6,6,"Algorithms are good, especially if it is being monitored.",R_3q7ffbLcOInpaQO,"2,1",5.833333333,3,"I 2would think Chris would be happy. If something breaks, his job would be a lot harder.  Getting to things before there is a problem should make him happy."
R_6QKwk2UTnOubC0N,"5,3",6,4,Someone needs to make the decisions and the manager is qualified to do it,R_2tkS4Jk31RkE2KA,"5,2",6,4,He/she wouldn't be a manager if they could not be trusted,R_2pMgcL08V4xtnzC,"2,1",4,100a,"As we weren't given much information about Chris and his personality, I have no idea how Chris would feel, so neutral answers seemed to be the most logical choice."
R_2WGV5pVar4kDdKi,"5,3",7,4,Fair because he is only selecting top applicants,R_3JF1ovLO9X53o8x,"5,2",6,4,The manager has that position for a reason and I would trust that they are good at their job.,R_2fyaVfLUhZWotQe,"5,4",4,100a,It depends on how what the manager said.
R_12SwX5NUTyUGBNk,"5,4",7,4,"It is fair to evaluate customer service performance as it reflects on the company, either positively or negatively. People in customer service should always be polite and helpful.",R_3iOv0NtVSYpWb7x,"4,1",6,6,Being that the manager also has input I would think it would only improve the situation verse having just the manager make all the calls,R_Ce2y7RK50e4g3QJ,"5,1",4,100a,I think Chris wouldn't really care as long as he had work to do.
R_1o1QHyTJfrtrSI0,"5,3",6,4,The manager's job is to select the top applicants for final on-site interviews. He's just doing his job. It is fair to anyone.,R_2bK5XDpey41FUBR,"5,4",6,4,The manager will do the best thing for the company. I highly doubt there would be any biases in his determinations.,R_1NssT42BzM41lPp,"5,1",4,13,It's part of Chris's job to do this. He should not feel ANYTHING about doing this.  He's just supposed to do it.
R_20kISZJFAX4G40N,"5,4",6,4,because he is the manager,R_1DpBELsjRfR0uDR,"5,3",6,4,"I think the manager will make a quality decision, as it is important to his job.",R_1QKHky9So2cKCxJ,"5,4",5,13,If chris has been doing his job properly he should be happy to be evalutated.
R_D2gY1Judb5Z38Ax,"5,2",7,4,It is the manager's job and coffee shops need workers in the morning.,R_vuhgVIDss9TKFbz,"5,2",6,5,If he took into consideration the employess schedules and availability then he should be trusted.,R_2v0uxZtfkHtjwHT,"5,2",5,5,"Chris, it is assumed, is available for working mornings, since his availability is taken into account before scheduling is made. So, I don't see how he would be joyful or happy, but rather indifferent to the schedule. I don't think he would feel frustration or be angry either."
R_2QfZeukVkcTY8Xj,"5,3",6,4,It's fair because they are the most qualified.,R_WljQsUoqteFNJkZ,"3,3",6,7,while computers can make mistakes they are more logical then a human,R_2V1ryLwEwhNiLRY,"1,2",6,51,He would be happy to work his shift and be busy so it will go by faster.
R_2TAWrGycNpuIjKm,"5,3",6,4,Well that's a fair way to pick your interviewees,R_WljQsUoqteFNJkZ,"3,3",6,9,while computers can make mistakes they are more logical then a human,R_21vqsl8WjbbLZeB,"5,4",5.5,51,Chris does a good job and knows what to expect in an evaluation.
R_1Ec92oxQRMOw3oj,"5,3",6,4,It is fair for the top applicants to get an interview.,R_1DUp5yiNsSvw8Ch,"5,4",6,4,The manager probably has a boss that reviews his performance and I wouldn't expect him to stay in the job a long time if he wasn't moderately capable at it.,R_21vqsl8WjbbLZeB,"5,4",5.5,13,Chris does a good job and knows what to expect in an evaluation.
R_Qhn9e5fCfB56Ulr,"5,3",7,4,The manager wants the best person for the job.,R_sO6jtxi0zjfnKZX,"1,3",6,7,machines do it better than humans,R_24CRVog4KxZNv0Q,"5,2",6.166666667,13,Chris gets to work. He is happy.
R_3dPPsLSSaqDNlvf,"5,4",6,4,People will perform better if being monitored closely,R_xbfEgfCr1V2x3r3,"4,3",6,3,Computers are more efficient than people,R_3JLzKO8150lF2yq,"5,1",6.5,4,"Given this assignment shows that the manager trusts and has faith that Chris will execute the inspections and maintenance as required.  This indicates that should Chris meet the manager's expectations, then he may be in position for advancement within the organization."
R_2y93qZOCMeBfUJD,"5,2",7,4,The manager is the one that has all the information needed to make the schedule. Chris does not have this information.,R_6xTOOJ9p4TS3jcR,"5,4",6,4,The manager isn't going to give a poor evaluation to a good employee.,R_1IRTakQUR7C5N0B,"5,4",4.333333333,51,Chris may be a good employee but still not like the feeling of being evaluated.
R_31vo3BivmoPcYEG,"3,1",7,4,"It's how the factory operates; life isn't fair or unfair, it just is.",R_1lshoqm6C1Wq9qH,"5,3",6,4,"It's in the manager's best interest to instill trust in a working relationship by making good decisions, being rational, and honest.",R_28MUYOt4OJ034ff,"5,2",6,51,"He should feel good that the manager wants him there during, what is most likely, the busiest time."
R_1LIGD2dgTwigREW,"5,1",6,4,The manager is supposed to delegate tasks.,R_vIDuqUBEl9Owuvn,"5,2",6,4,"He wouldnt be a manager if he could not do the job. But i will admit there are some bad managers, but their are some good ones as well. I have confidence that he is able to do his job.",R_3PjFTMbTHwj7mtJ,"3,1",5,6,"As the worker, I would expect Chris' efforts to be overseen by a manager and so should he.  He shouldn't be upset or angry about this situation."
R_3R2C73yz3oUMrsl,"5,2",7,4,"The manager's decision was based on the needs of the business and employee availability ,it was a very fair way to schedule employees.",R_2woQyw9IPsleiz2,"5,1",6,4,It takes some trust in the boss.,R_wKIkG4kPVDbPB7j,"5,1",6.166666667,13,Chris is glad to do his job as directed.
R_1jIi9slb6BfMxwX,"5,1",7,4,"It's the manager's job to assess all the components and to assign the necessary people like Chris to do the maintenance since he is qualified to do so, so it's very fair.",R_2OUUjsnhJiqO5md,"5,4",6,4,He knows the guidelines for a good call.,R_2Qhc3pU9z0K56NU,"5,4",6.166666667,51,They are very useful
R_1CK52v8DuRSrybs,"5,4",7,4,It is the managers job to listen and make sure his employees are doing their work.,R_OxxB325ZngJv7cR,"5,2",6,4,Trust has to be given to the manager.  The leader of the team requires faith to carry out the job.,R_Rb5wspb4ftY5kdz,"5,1",7,51,Chris should feel happy and proud that his manager felt he was competent to complete this special job. His manager obviously sees Chris in a positive way.
R_aYoWPb2r14qcKJP,"5,4",7,4,He's Chris' manager and must evaluate him.,R_3HFxYXCLwuApdNL,"5,2",6,4,"If he wouldn't make good decisions, then he probably would be fired. He was given the job of a manager, so he must be competent to do it.",R_23ZwunCfOu8fUSs,"5,2",4,5,"Chris probably won't feel any particular emotion towards the schedule, as we haven't been told he is upset or has trouble with the schedule.  He would likely expect his manager to schedule him for when he is needed and can work."
R_3Gk5t9GdDqLekQp,"5,3",7,4,very fair because he suspects that they meet the criteria.,R_2RVQbzNxPblUhRV,"5,4",6,4,It is his job he outht to be good at it.,R_1liwOlXOyAp4QJp,"5,3",3.666666667,100a,He would feel neutral about most of these emotions because they are neither biased towards or against Chris. He may feel frustrated and disappointed because the process is long and tiring.
R_3PYx7KrCciTMotN,"5,4",6,4,It is part of the manager's job to evaluate his employees. It is a condition of the job.,R_3HpMuIBSUqByz0T,"5,3",6,4,"I trust that the manager of a successful company selects the best candidates for the company, according to their likely fit, to be interviewed.",R_3LZ0zc8EwcEeTFe,"5,4",6.333333333,51,If he is doing a good job at his job and putting his all in his job he should feel proud about the evaluation and not be angry about it.
R_1isVe0W4M9dXO3e,"5,3",7,4,every manager or company should look for the best person that fits the position,R_2WHhcmuWJpJgej5,"5,1",6,4,He woyuld not be a manager if he did not have the qualities so he is trustworthy.,R_3LZ0zc8EwcEeTFe,"5,4",6.333333333,13,If he is doing a good job at his job and putting his all in his job he should feel proud about the evaluation and not be angry about it.
R_3Rqt7XltEnDeUNr,"5,3",7,4,If Chris is capable then he would be shortlisted so it's not.unfair,R_2YDh4TVpqgoxTRS,"5,2",6,5,It was stated that he likes to look at all the employees availability which would make any worker happy.,R_1MRqo9MyjaMeaLg,"3,4",3.666666667,13,Chris knows the procedures and is accustomed to them.
R_33dS4hyw5IQdnps,"5,1",7,4,It was the managers job to assign the task and Chris was chosen. It seems fair that he chose Chris for the task.,R_3egV2YRUnjgNXiN,"5,4",6,4,Usually managers are put in that position because they have showed integrity and honesty in the past.,R_W8SsmiUz5uOHyNz,"2,4",3.333333333,13,"He would probably slightly annoyed but he would also think it was practically inevitable and probably wouldn't fret too much if he knew he was actually doing his job properly. However, if he is a bad employee, he may have more to worry about."
R_1kIDbUFz5oIZu9G,"5,3",7,4,"the top applicants have made it through the initial screenin process, so they have earned an opportunity for an interview.",R_6QKwk2UTnOubC0N,"5,3",6,4,Managers would want competent staff.,R_1gvH2gVTyS0sCND,"1,4",4.333333333,52,He would probably feel frustrated but not incredibly happy or angry.  It depends on the situation.
R_2afCyXBfwLYG6oK,"5,1",7,4,How is it not fair? Does Chris want his job? Then he needs to get his ass to work and do what the manager says.,R_2WGV5pVar4kDdKi,"5,3",6,51,He is only selecting the best so he is trustworthy.,R_2EzoHSWdMKr3YKK,"5,4",3,52,"I don't have any idea how Chris would feel, but can't imagine it would make him happy."
R_2afCyXBfwLYG6oK,"5,1",7,13,How is it not fair? Does Chris want his job? Then he needs to get his ass to work and do what the manager says.,R_12SwX5NUTyUGBNk,"5,4",6,4,"It is the manager's job to make a good evaluation, so I trust them to do a good job.",R_3sAlzZ7skheRBKs,"5,1",3.5,needs more info,I don't know much about Chris.
R_3CIXJJVhOuKlo4k,"3,3",6,4,"If that is how the company has decided to hire people, then it is a fair process. If Chris doesn't want to participate in that kind of hiring process, he can apply to a different firm that uses different interview criteria.",R_1o1QHyTJfrtrSI0,"5,3",6,4,That's the manager's job and I hope that he would select only top applicants in order for the company to succeed.,R_1OJ50G3ybd0oj8D,"3,2",4.833333333,9,It is hard to give a strong answer because you don't know what the manager puts into the algorithrm.
R_3CIXJJVhOuKlo4k,"3,3",6,13,"If that is how the company has decided to hire people, then it is a fair process. If Chris doesn't want to participate in that kind of hiring process, he can apply to a different firm that uses different interview criteria.",R_20kISZJFAX4G40N,"5,4",6,4,he is the manager,R_3j1XMC6KWzKwLMt,"5,4",4,needs more info,I feel like I need more information.
R_2ze9ska8a5l7BCI,"5,1",6,4,Chris works in the factory and manager has every right to assign someone to do maintenance,R_D2gY1Judb5Z38Ax,"5,2",6,4,He has been placed in that position because he has proven himself to do it.,R_vqpoG87U5J7T7od,"2,2",3.666666667,18,If he doesn't care he'll just go to work or be a little annoyed if he doesn't like mornings
R_2ze9ska8a5l7BCI,"5,1",6,13,Chris works in the factory and manager has every right to assign someone to do maintenance,R_2QfZeukVkcTY8Xj,"5,3",6,51,It seems like he knows how to pick out the good candidates,R_3KBm8atFrnGmLLQ,"3,2",3.666666667,52,Thinking about Chris's feelings I believe that he may feel a little bit disappointed that an algorithm is making his schedule rather than him putting his own input to discuss what the optimal times for him would be.
